sector,CountryDestination,CountryOrigin,one_plus_tau,one_plus_tau_prime
18,15,24,1.225,1.225
18,15,25,1.1251,1.1251
18,15,26,1.4872,1.4872
18,15,27,1.3084,1.3084
18,15,28,1.1251,1.1251
18,15,29,1.3536,1.3536
18,15,30,1.194,1.194
18,15,31,1.6616,1.6616
18,16,1,1.0368,1.0368
18,16,2,1.0784,1.0784
18,16,3,1.063,1.063
18,16,4,1.0193,1.0193
18,16,5,1.0885,1.0885
18,16,6,1.0004,1.0004
18,16,7,1.0221,1.0221
18,16,8,1,1
18,16,9,1.063,1.063
18,16,10,1,1
18,16,11,1,1
18,16,12,1,1
18,16,13,1.0687,1.0687
18,16,14,1.0162,1.0162
18,16,15,1.0071,1.0071
18,16,16,1,1
18,16,17,1,1
18,16,18,1.0958,1.0958
18,16,19,1.0627,1.0627
18,16,20,1.006,1.006
18,16,21,1,1
18,16,22,1.0934,1.0934
18,16,23,1.0816,1.0816
18,16,24,1,1
18,16,25,1.0153,1.0153
18,16,26,1,1
18,16,27,1.063,1.063
18,16,28,1.0876,1.0876
18,16,29,1,1
18,16,30,1.0852,1.0852
18,16,31,1.0794,1.0794
18,17,1,1.0368,1.0368
18,17,2,1.0784,1.0784
18,17,3,1.063,1.063
18,17,4,1.0193,1.0193
18,17,5,1.0885,1.0885
18,17,6,1.0004,1.0004
18,17,7,1.0221,1.0221
18,17,8,1,1
18,17,9,1.063,1.063
18,17,10,1,1
18,17,11,1,1
18,17,12,1,1
18,17,13,1.0687,1.0687
18,17,14,1.0162,1.0162
18,17,15,1.0071,1.0071
18,17,16,1,1
18,17,17,1,1
18,17,18,1.0958,1.0958
18,17,19,1.0627,1.0627
18,17,20,1.006,1.006
18,17,21,1,1
18,17,22,1.0934,1.0934
18,17,23,1.0816,1.0816
18,17,24,1,1
18,17,25,1.0153,1.0153
18,17,26,1,1
18,17,27,1.063,1.063
18,17,28,1.0876,1.0876
18,17,29,1,1
18,17,30,1.0852,1.0852
18,17,31,1.0794,1.0794
18,18,1,1,1
18,18,2,1,1
18,18,3,1,1
18,18,4,1,1
18,18,5,1,1
18,18,6,1,1
18,18,7,1,1
18,18,8,1,1
18,18,9,1,1
18,18,10,1,1
18,18,11,1,1
18,18,12,1,1
18,18,13,1,1
18,18,14,1,1
18,18,15,1,1
18,18,16,1,1
18,18,17,1,1
18,18,18,1,1
18,18,19,1,1
18,18,20,1,1
18,18,21,1,1
18,18,22,1,1
18,18,23,1,1
18,18,24,1,1
18,18,25,1,1
18,18,26,1,1
18,18,27,1,1
18,18,28,1,1
18,18,29,1,1
18,18,30,1,1
18,18,31,1,1
18,19,1,1.0957,1.0957
18,19,2,1.11,1.11
18,19,3,1.126,1.126
18,19,4,1.1084,1.1084
18,19,5,1.1316,1.1316
18,19,6,1.2,1.2
18,19,7,1.1109,1.1109
18,19,8,1.0958,1.0958
18,19,9,1.1281,1.1281
18,19,10,1.1118,1.1118
18,19,11,1.1195,1.1195
18,19,12,1.11,1.11
18,19,13,1.0957,1.0957
18,19,14,1.1056,1.1056
18,19,15,1.11,1.11
18,19,16,1.11,1.11
18,19,17,1.122,1.122
18,19,18,1.1096,1.1096
18,19,19,1,1
18,19,20,1.11,1.11
18,19,21,1.1007,1.1007
18,19,22,1.1096,1.1096
18,19,23,1.0996,1.0996
18,19,24,1.11,1.11
18,19,25,1.11,1.11
18,19,26,1.1109,1.1109
18,19,27,1.1587,1.1587
18,19,28,1.11,1.11
18,19,29,1.1099,1.1099
18,19,30,1.1162,1.1162
18,19,31,1.1117,1.1117
18,20,1,1.123,1.123
18,20,2,1.1207,1.1207
18,20,3,1.1301,1.1301
18,20,4,1.1654,1.1654
18,20,5,1.1563,1.1563
18,20,6,1.1191,1.1191
18,20,7,1.126,1.126
18,20,8,1.1541,1.1541
18,20,9,1.125,1.125
18,20,10,1.1274,1.1274
18,20,11,1.1309,1.1309
18,20,12,1.1185,1.1185
18,20,13,1.1191,1.1191
18,20,14,1.1314,1.1314
18,20,15,1.15,1.15
18,20,16,1.1261,1.1261
18,20,17,1.1282,1.1282
18,20,18,1.1649,1.1649
18,20,19,1.1202,1.1202
18,20,20,1,1
18,20,21,1.1251,1.1251
18,20,22,1.1125,1.1125
18,20,23,1.1196,1.1196
18,20,24,1.1196,1.1196
18,20,25,1.125,1.125
18,20,26,1.1294,1.1294
18,20,27,1.1216,1.1216
18,20,28,1.1191,1.1191
18,20,29,1.1252,1.1252
18,20,30,1.1463,1.1463
18,20,31,1.1407,1.1407
18,21,1,1.0368,1.0368
18,21,2,1.0784,1.0784
18,21,3,1.063,1.063
18,21,4,1.0193,1.0193
18,21,5,1.0885,1.0885
18,21,6,1.0004,1.0004
18,21,7,1.0221,1.0221
18,21,8,1,1
18,21,9,1.063,1.063
18,21,10,1,1
18,21,11,1,1
18,21,12,1,1
18,21,13,1.0687,1.0687
18,21,14,1.0162,1.0162
18,21,15,1.0071,1.0071
18,21,16,1,1
18,21,17,1,1
18,21,18,1.0958,1.0958
18,21,19,1.0627,1.0627
18,21,20,1.006,1.006
18,21,21,1,1
18,21,22,1.0934,1.0934
18,21,23,1.0816,1.0816
18,21,24,1,1
18,21,25,1.0153,1.0153
18,21,26,1,1
18,21,27,1.063,1.063
18,21,28,1.0876,1.0876
18,21,29,1,1
18,21,30,1.0852,1.0852
18,21,31,1.0794,1.0794
18,22,1,1.077,1.077
18,22,2,1.1921,1.1921
18,22,3,1.1798,1.1798
18,22,4,1.1144,1.1144
18,22,5,1.1039,1.1039
18,22,6,1.0921,1.0921
18,22,7,1.1125,1.1125
18,22,8,1.0792,1.0792
18,22,9,1.0637,1.0637
18,22,10,1.1852,1.1852
18,22,11,1.173,1.173
18,22,12,1.07,1.07
18,22,13,1.1333,1.1333
18,22,14,1.1128,1.1128
18,22,15,1.0583,1.0583
18,22,16,1.07,1.07
18,22,17,1.1711,1.1711
18,22,18,1.1802,1.1802
18,22,19,1.1774,1.1774
18,22,20,1.1469,1.1469
18,22,21,1.0886,1.0886
18,22,22,1,1
18,22,23,1.0847,1.0847
18,22,24,1.1333,1.1333
18,22,25,1.0615,1.0615
18,22,26,1.1321,1.1321
18,22,27,1.078,1.078
18,22,28,1.118,1.118
18,22,29,1.1586,1.1586
18,22,30,1.1095,1.1095
18,22,31,1.1398,1.1398
18,23,1,1,1
18,23,2,1.0361,1.0361
18,23,3,1,1
18,23,4,1,1
18,23,5,1.0552,1.0552
18,23,6,1,1
18,23,7,1,1
18,23,8,1,1
18,23,9,1,1
18,23,10,1,1
18,23,11,1,1
18,23,12,1,1
18,23,13,1.0379,1.0379
18,23,14,1,1
18,23,15,1.0498,1.0498
18,23,16,1,1
18,23,17,1,1
18,23,18,1.0513,1.0513
18,23,19,1,1
18,23,20,1,1
18,23,21,1,1
18,23,22,1.038,1.038
18,23,23,1,1
18,23,24,1,1
18,23,25,1,1
18,23,26,1,1
18,23,27,1,1
18,23,28,1.0313,1.0313
18,23,29,1,1
18,23,30,1.0496,1.0496
18,23,31,1.0468,1.0468
18,24,1,1.0368,1.0368
18,24,2,1.0784,1.0784
18,24,3,1.063,1.063
18,24,4,1.0193,1.0193
18,24,5,1.0885,1.0885
18,24,6,1.0004,1.0004
18,24,7,1.0221,1.0221
18,24,8,1,1
18,24,9,1.063,1.063
18,24,10,1,1
18,24,11,1,1
18,24,12,1,1
18,24,13,1.0687,1.0687
18,24,14,1.0162,1.0162
18,24,15,1.0071,1.0071
18,24,16,1,1
18,24,17,1,1
18,24,18,1.0958,1.0958
18,24,19,1.0627,1.0627
18,24,20,1.006,1.006
18,24,21,1,1
18,24,22,1.0934,1.0934
18,24,23,1.0816,1.0816
18,24,24,1,1
18,24,25,1.0153,1.0153
18,24,26,1,1
18,24,27,1.063,1.063
18,24,28,1.0876,1.0876
18,24,29,1,1
18,24,30,1.0852,1.0852
18,24,31,1.0794,1.0794
18,25,1,1.1082,1.1082
18,25,2,1.245,1.245
18,25,3,1.1603,1.1603
18,25,4,1.2767,1.2767
18,25,5,1.2768,1.2768
18,25,6,1.4117,1.4117
18,25,7,1.1754,1.1754
18,25,8,1.3546,1.3546
18,25,9,1.285,1.285
18,25,10,1.1356,1.1356
18,25,11,1.2853,1.2853
18,25,12,1.3984,1.3984
18,25,13,1.1361,1.1361
18,25,14,1.2633,1.2633
18,25,15,1.1091,1.1091
18,25,16,1.2191,1.2191
18,25,17,1.2451,1.2451
18,25,18,1.4657,1.4657
18,25,19,1.3555,1.3555
18,25,20,1.1126,1.1126
18,25,21,1.1478,1.1478
18,25,22,1.5,1.5
18,25,23,1.0445,1.0445
18,25,24,1.407,1.407
18,25,25,1,1
18,25,26,1.17,1.17
18,25,27,1.7767,1.7767
18,25,28,1.1244,1.1244
18,25,29,1.2651,1.2651
18,25,30,1.2037,1.2037
18,25,31,1.2111,1.2111
18,26,1,1.0368,1.0368
18,26,2,1.0784,1.0784
18,26,3,1.063,1.063
18,26,4,1.0193,1.0193
18,26,5,1.0885,1.0885
18,26,6,1.0004,1.0004
18,26,7,1.0221,1.0221
18,26,8,1,1
18,26,9,1.063,1.063
18,26,10,1,1
18,26,11,1,1
18,26,12,1,1
18,26,13,1.0687,1.0687
18,26,14,1.0162,1.0162
18,26,15,1.0071,1.0071
18,26,16,1,1
18,26,17,1,1
18,26,18,1.0958,1.0958
18,26,19,1.0627,1.0627
18,26,20,1.006,1.006
18,26,21,1,1
18,26,22,1.0934,1.0934
18,26,23,1.0816,1.0816
18,26,24,1,1
18,26,25,1.0153,1.0153
18,26,26,1,1
18,26,27,1.063,1.063
18,26,28,1.0876,1.0876
18,26,29,1,1
18,26,30,1.0852,1.0852
18,26,31,1.0794,1.0794
18,27,1,1.0698,1.0698
18,27,2,1.0639,1.0639
18,27,3,1.0806,1.0806
18,27,4,1.0162,1.0162
18,27,5,1.1146,1.1146
18,27,6,1.0601,1.0601
18,27,7,1.0341,1.0341
18,27,8,1.0749,1.0749
18,27,9,1.1037,1.1037
18,27,10,1.0887,1.0887
18,27,11,1.0826,1.0826
18,27,12,1.0973,1.0973
18,27,13,1.0768,1.0768
18,27,14,1.0083,1.0083
18,27,15,1.1036,1.1036
18,27,16,1.0538,1.0538
18,27,17,1.0787,1.0787
18,27,18,1.0885,1.0885
18,27,19,1.0651,1.0651
18,27,20,1.0521,1.0521
18,27,21,1.0907,1.0907
18,27,22,1.1134,1.1134
18,27,23,1.0857,1.0857
18,27,24,1.0668,1.0668
18,27,25,1.0177,1.0177
18,27,26,1.08,1.08
18,27,27,1,1
18,27,28,1.0496,1.0496
18,27,29,1.0746,1.0746
18,27,30,1.0832,1.0832
18,27,31,1.0984,1.0984
18,28,1,1.0993,1.0993
18,28,2,1.1001,1.1001
18,28,3,1.0955,1.0955
18,28,4,1.0991,1.0991
18,28,5,1.0957,1.0957
18,28,6,1.079,1.079
18,28,7,1.0932,1.0932
18,28,8,1.049,1.049
18,28,9,1.0814,1.0814
18,28,10,1.0533,1.0533
18,28,11,1.0612,1.0612
18,28,12,1.0503,1.0503
18,28,13,1.0802,1.0802
18,28,14,1.0783,1.0783
18,28,15,1.079,1.079
18,28,16,1.0497,1.0497
18,28,17,1.0563,1.0563
18,28,18,1.0875,1.0875
18,28,19,1.078,1.078
18,28,20,1.1021,1.1021
18,28,21,1.0484,1.0484
18,28,22,1.079,1.079
18,28,23,1.0955,1.0955
18,28,24,1.0639,1.0639
18,28,25,1.1022,1.1022
18,28,26,1.0662,1.0662
18,28,27,1.0824,1.0824
18,28,28,1,1
18,28,29,1.0522,1.0522
18,28,30,1.0888,1.0888
18,28,31,1.0801,1.0801
18,29,1,1.0368,1.0368
18,29,2,1.0784,1.0784
18,29,3,1.063,1.063
18,29,4,1.0193,1.0193
18,29,5,1.0885,1.0885
18,29,6,1.0004,1.0004
18,29,7,1.0221,1.0221
18,29,8,1,1
18,29,9,1.063,1.063
18,29,10,1,1
18,29,11,1,1
18,29,12,1,1
18,29,13,1.0687,1.0687
18,29,14,1.0162,1.0162
18,29,15,1.0071,1.0071
18,29,16,1,1
18,29,17,1,1
18,29,18,1.0958,1.0958
18,29,19,1.0627,1.0627
18,29,20,1.006,1.006
18,29,21,1,1
18,29,22,1.0934,1.0934
18,29,23,1.0816,1.0816
18,29,24,1,1
18,29,25,1.0153,1.0153
18,29,26,1,1
18,29,27,1.063,1.063
18,29,28,1.0876,1.0876
18,29,29,1,1
18,29,30,1.0852,1.0852
18,29,31,1.0794,1.0794
18,30,1,1.0002,1.0002
18,30,2,1.0233,1.0233
18,30,3,1.0172,1.0172
18,30,4,1.0018,1.0018
18,30,5,1.0004,1.0004
18,30,6,1,1
18,30,7,1.0167,1.0167
18,30,8,1.0188,1.0188
18,30,9,1.0226,1.0226
18,30,10,1.0206,1.0206
18,30,11,1.0229,1.0229
18,30,12,1.0245,1.0245
18,30,13,1.001,1.001
18,30,14,1.0008,1.0008
18,30,15,1.0004,1.0004
18,30,16,1.0194,1.0194
18,30,17,1.0187,1.0187
18,30,18,1.0256,1.0256
18,30,19,1.0235,1.0235
18,30,20,1.0274,1.0274
18,30,21,1.0194,1.0194
18,30,22,1.0182,1.0182
18,30,23,1.0366,1.0366
18,30,24,1.0163,1.0163
18,30,25,1.0005,1.0005
18,30,26,1.015,1.015
18,30,27,1.0247,1.0247
18,30,28,1,1
18,30,29,1.0262,1.0262
18,30,30,1,1
18,30,31,1.0209,1.0209
18,31,1,1.0414,1.0414
18,31,2,1.0974,1.0974
18,31,3,1.2549,1.2549
18,31,4,1.0539,1.0539
18,31,5,1.1,1.1
18,31,6,1.0722,1.0722
18,31,7,1.14,1.14
18,31,8,1.0944,1.0944
18,31,9,1.0972,1.0972
18,31,10,1.2387,1.2387
18,31,11,1.1159,1.1159
18,31,12,1.0803,1.0803
18,31,13,1.0631,1.0631
18,31,14,1.1258,1.1258
18,31,15,1.1242,1.1242
18,31,16,1.0817,1.0817
18,31,17,1.1009,1.1009
18,31,18,1.1722,1.1722
18,31,19,1.1112,1.1112
18,31,20,1.0255,1.0255
18,31,21,1.07,1.07
18,31,22,1.1017,1.1017
18,31,23,1.0815,1.0815
18,31,24,1.1297,1.1297
18,31,25,1.0425,1.0425
18,31,26,1.1083,1.1083
18,31,27,1.1213,1.1213
18,31,28,1.0857,1.0857
18,31,29,1.1412,1.1412
18,31,30,1.0896,1.0896
18,31,31,1,1
19,1,1,1,1
19,1,2,1.15,1.15
19,1,3,1.181,1.181
19,1,4,1.1952,1.1952
19,1,5,1.151,1.151
19,1,6,1.171,1.171
19,1,7,1.1947,1.1947
19,1,8,1.15,1.15
19,1,9,1.1253,1.1253
19,1,10,1.0741,1.0741
19,1,11,1.1778,1.1778
19,1,12,1.2,1.2
19,1,13,1.1253,1.1253
19,1,14,1.1783,1.1783
19,1,15,1.2,1.2
19,1,16,1.1253,1.1253
19,1,17,1.1724,1.1724
19,1,18,1.1923,1.1923
19,1,19,1.1926,1.1926
19,1,20,1.1997,1.1997
19,1,21,1.0551,1.0551
19,1,22,1.22,1.22
19,1,23,1.15,1.15
19,1,24,1.1253,1.1253
19,1,25,1.15,1.15
19,1,26,1.0479,1.0479
19,1,27,1.15,1.15
19,1,28,1.1253,1.1253
19,1,29,1.0871,1.0871
19,1,30,1.057,1.057
19,1,31,1.1741,1.1741
19,2,1,1.12,1.12
19,2,2,1,1
19,2,3,1.0769,1.0769
19,2,4,1.0082,1.0082
19,2,5,1.0023,1.0023
19,2,6,1.058,1.058
19,2,7,1.0832,1.0832
19,2,8,1.0949,1.0949
19,2,9,1.1174,1.1174
19,2,10,1.011,1.011
19,2,11,1.0747,1.0747
19,2,12,1,1
19,2,13,1.1101,1.1101
19,2,14,1.0259,1.0259
19,2,15,1.0117,1.0117
19,2,16,1,1
19,2,17,1.0188,1.0188
19,2,18,1.0556,1.0556
19,2,19,1.0498,1.0498
19,2,20,1.0988,1.0988
19,2,21,1.0767,1.0767
19,2,22,1,1
19,2,23,1.0747,1.0747
19,2,24,1,1
19,2,25,1.1413,1.1413
19,2,26,1.0319,1.0319
19,2,27,1.0151,1.0151
19,2,28,1.05,1.05
19,2,29,1.0073,1.0073
19,2,30,1.006,1.006
19,2,31,1.0296,1.0296
19,3,1,1.063,1.063
19,3,2,1.0705,1.0705
19,3,3,1,1
19,3,4,1.0216,1.0216
19,3,5,1.0012,1.0012
19,3,6,1.025,1.025
19,3,7,1.1849,1.1849
19,3,8,1.0483,1.0483
19,3,9,1.1207,1.1207
19,3,10,1.0555,1.0555
19,3,11,1.0836,1.0836
19,3,12,1.0456,1.0456
19,3,13,1.0626,1.0626
19,3,14,1.0712,1.0712
19,3,15,1.1214,1.1214
19,3,16,1.0696,1.0696
19,3,17,1.1556,1.1556
19,3,18,1.1161,1.1161
19,3,19,1.0057,1.0057
19,3,20,1.03,1.03
19,3,21,1.0814,1.0814
19,3,22,1.0826,1.0826
19,3,23,1.0751,1.0751
19,3,24,1.1096,1.1096
19,3,25,1.07,1.07
19,3,26,1.1364,1.1364
19,3,27,1.0391,1.0391
19,3,28,1.127,1.127
19,3,29,1.067,1.067
19,3,30,1.0293,1.0293
19,3,31,1.0928,1.0928
19,4,1,1.1251,1.1251
19,4,2,1.85,1.85
19,4,3,1.0577,1.0577
19,4,4,1,1
19,4,5,1.0156,1.0156
19,4,6,1.2,1.2
19,4,7,1.2008,1.2008
19,4,8,1,1
19,4,9,1.125,1.125
19,4,10,1.0073,1.0073
19,4,11,1.0309,1.0309
19,4,12,1.1302,1.1302
19,4,13,1.45,1.45
19,4,14,1.2141,1.2141
19,4,15,1.2,1.2
19,4,16,1,1
19,4,17,1.1172,1.1172
19,4,18,1.2327,1.2327
19,4,19,1.1949,1.1949
19,4,20,1.35,1.35
19,4,21,1.1228,1.1228
19,4,22,1,1
19,4,23,1,1
19,4,24,1.0599,1.0599
19,4,25,1.2,1.2
19,4,26,1.2,1.2
19,4,27,1.2,1.2
19,4,28,1.1302,1.1302
19,4,29,1.0405,1.0405
19,4,30,1.0382,1.0382
19,4,31,1.1997,1.1997
19,5,1,1,1
19,5,2,1.0265,1.0265
19,5,3,1.0051,1.0051
19,5,4,1.032,1.032
19,5,5,1,1
19,5,6,1.0698,1.0698
19,5,7,1.0515,1.0515
19,5,8,1.1153,1.1153
19,5,9,1.1436,1.1436
19,5,10,1.0023,1.0023
19,5,11,1.0819,1.0819
19,5,12,1,1
19,5,13,1.15,1.15
19,5,14,1.0694,1.0694
19,5,15,1.0731,1.0731
19,5,16,1.0439,1.0439
19,5,17,1.0348,1.0348
19,5,18,1.0919,1.0919
19,5,19,1.0362,1.0362
19,5,20,1.0558,1.0558
19,5,21,1.0499,1.0499
19,5,22,1.0662,1.0662
19,5,23,1.0737,1.0737
19,5,24,1,1
19,5,25,1.105,1.105
19,5,26,1.0002,1.0002
19,5,27,1.0754,1.0754
19,5,28,1,1
19,5,29,1.0191,1.0191
19,5,30,1.0055,1.0055
19,5,31,1.0592,1.0592
19,6,1,1.1027,1.1027
19,6,2,1.11,1.11
19,6,3,1.11,1.11
19,6,4,1.11,1.11
19,6,5,1.109,1.109
19,6,6,1,1
19,6,7,1.11,1.11
19,6,8,1.11,1.11
19,6,9,1.11,1.11
19,6,10,1.0423,1.0423
19,6,11,1.068,1.068
19,6,12,1.1094,1.1094
19,6,13,1.1094,1.1094
19,6,14,1.11,1.11
19,6,15,1.1094,1.1094
19,6,16,1.1094,1.1094
19,6,17,1.11,1.11
19,6,18,1.0773,1.0773
19,6,19,1.11,1.11
19,6,20,1.11,1.11
19,6,21,1.055,1.055
19,6,22,1.1094,1.1094
19,6,23,1.07,1.07
19,6,24,1.1094,1.1094
19,6,25,1.11,1.11
19,6,26,1.0791,1.0791
19,6,27,1.11,1.11
19,6,28,1.1094,1.1094
19,6,29,1.11,1.11
19,6,30,1.0532,1.0532
19,6,31,1.1046,1.1046
19,7,1,1.3029,1.3029
19,7,2,1.1373,1.1373
19,7,3,1.064,1.064
19,7,4,1.145,1.145
19,7,5,1.1142,1.1142
19,7,6,1.3029,1.3029
19,7,7,1,1
19,7,8,1.155,1.155
19,7,9,1.05,1.05
19,7,10,1.0578,1.0578
19,7,11,1.1016,1.1016
19,7,12,1.145,1.145
19,7,13,1.3029,1.3029
19,7,14,1.166,1.166
19,7,15,1.8132,1.8132
19,7,16,1.05,1.05
19,7,17,1.6009,1.6009
19,7,18,1.9027,1.9027
19,7,19,1.4175,1.4175
19,7,20,1.3029,1.3029
19,7,21,1.0517,1.0517
19,7,22,1.1451,1.1451
19,7,23,1.1447,1.1447
19,7,24,1.3029,1.3029
19,7,25,1.3029,1.3029
19,7,26,1.1508,1.1508
19,7,27,1.1354,1.1354
19,7,28,1.145,1.145
19,7,29,1.0528,1.0528
19,7,30,1.0545,1.0545
19,7,31,1.2401,1.2401
19,8,1,1,1
19,8,2,1.0216,1.0216
19,8,3,1.063,1.063
19,8,4,1.0015,1.0015
19,8,5,1.0262,1.0262
19,8,6,1.0001,1.0001
19,8,7,1,1
19,8,8,1,1
19,8,9,1.063,1.063
19,8,10,1,1
19,8,11,1,1
19,8,12,1,1
19,8,13,1.0345,1.0345
19,8,14,1.0001,1.0001
19,8,15,1,1
19,8,16,1,1
19,8,17,1,1
19,8,18,1.0649,1.0649
19,8,19,1,1
19,8,20,1.0051,1.0051
19,8,21,1,1
19,8,22,1.0266,1.0266
19,8,23,1.0193,1.0193
19,8,24,1,1
19,8,25,1.0005,1.0005
19,8,26,1,1
19,8,27,1.063,1.063
19,8,28,1.0254,1.0254
19,8,29,1,1
19,8,30,1.0238,1.0238
19,8,31,1.0208,1.0208
19,9,1,1.063,1.063
19,9,2,1.0198,1.0198
19,9,3,1.0372,1.0372
19,9,4,1.1004,1.1004
19,9,5,1.0052,1.0052
19,9,6,1.051,1.051
19,9,7,1.1173,1.1173
19,9,8,1.0336,1.0336
19,9,9,1,1
19,9,10,1.01,1.01
19,9,11,1.028,1.028
19,9,12,1.0621,1.0621
19,9,13,1.0276,1.0276
19,9,14,1.07,1.07
19,9,15,1.1225,1.1225
19,9,16,1.062,1.062
19,9,17,1.0483,1.0483
19,9,18,1.056,1.056
19,9,19,1.0823,1.0823
19,9,20,1.038,1.038
19,9,21,1.0468,1.0468
19,9,22,1.0145,1.0145
19,9,23,1.0137,1.0137
19,9,24,1.051,1.051
19,9,25,1,1
19,9,26,1.0548,1.0548
19,9,27,1.0453,1.0453
19,9,28,1.062,1.062
19,9,29,1.014,1.014
19,9,30,1.0078,1.0078
19,9,31,1.0376,1.0376
19,10,1,1,1
19,10,2,1.0216,1.0216
19,10,3,1.063,1.063
19,10,4,1.0015,1.0015
19,10,5,1.0262,1.0262
19,10,6,1.0001,1.0001
19,10,7,1,1
19,10,8,1,1
19,10,9,1.063,1.063
19,10,10,1,1
19,10,11,1,1
19,10,12,1,1
19,10,13,1.0345,1.0345
19,10,14,1.0001,1.0001
19,10,15,1,1
19,10,16,1,1
19,10,17,1,1
19,10,18,1.0649,1.0649
19,10,19,1,1
19,10,20,1.0051,1.0051
19,10,21,1,1
19,10,22,1.0266,1.0266
19,10,23,1.0193,1.0193
19,10,24,1,1
19,10,25,1.0005,1.0005
19,10,26,1,1
19,10,27,1.063,1.063
19,10,28,1.0254,1.0254
19,10,29,1,1
19,10,30,1.0238,1.0238
19,10,31,1.0208,1.0208
19,11,1,1,1
19,11,2,1.0216,1.0216
19,11,3,1.063,1.063
19,11,4,1.0015,1.0015
19,11,5,1.0262,1.0262
19,11,6,1.0001,1.0001
19,11,7,1,1
19,11,8,1,1
19,11,9,1.063,1.063
19,11,10,1,1
19,11,11,1,1
19,11,12,1,1
19,11,13,1.0345,1.0345
19,11,14,1.0001,1.0001
19,11,15,1,1
19,11,16,1,1
19,11,17,1,1
19,11,18,1.0649,1.0649
19,11,19,1,1
19,11,20,1.0051,1.0051
19,11,21,1,1
19,11,22,1.0266,1.0266
19,11,23,1.0193,1.0193
19,11,24,1,1
19,11,25,1.0005,1.0005
19,11,26,1,1
19,11,27,1.063,1.063
19,11,28,1.0254,1.0254
19,11,29,1,1
19,11,30,1.0238,1.0238
19,11,31,1.0208,1.0208
19,12,1,1,1
19,12,2,1.0216,1.0216
19,12,3,1.063,1.063
19,12,4,1.0015,1.0015
19,12,5,1.0262,1.0262
19,12,6,1.0001,1.0001
19,12,7,1,1
19,12,8,1,1
19,12,9,1.063,1.063
19,12,10,1,1
19,12,11,1,1
19,12,12,1,1
19,12,13,1.0345,1.0345
19,12,14,1.0001,1.0001
19,12,15,1,1
19,12,16,1,1
19,12,17,1,1
19,12,18,1.0649,1.0649
19,12,19,1,1
19,12,20,1.0051,1.0051
19,12,21,1,1
19,12,22,1.0266,1.0266
19,12,23,1.0193,1.0193
19,12,24,1,1
19,12,25,1.0005,1.0005
19,12,26,1,1
19,12,27,1.063,1.063
19,12,28,1.0254,1.0254
19,12,29,1,1
19,12,30,1.0238,1.0238
19,12,31,1.0208,1.0208
19,13,1,1.063,1.063
19,13,2,1.098,1.098
19,13,3,1.0972,1.0972
19,13,4,1.063,1.063
19,13,5,1.1458,1.1458
19,13,6,1.063,1.063
19,13,7,1.1483,1.1483
19,13,8,1.1166,1.1166
19,13,9,1,1
19,13,10,1.1013,1.1013
19,13,11,1.0702,1.0702
19,13,12,1.05,1.05
19,13,13,1,1
19,13,14,1.0272,1.0272
19,13,15,1.0257,1.0257
19,13,16,1.0549,1.0549
19,13,17,1.0916,1.0916
19,13,18,1.0491,1.0491
19,13,19,1.15,1.15
19,13,20,1.063,1.063
19,13,21,1.0975,1.0975
19,13,22,1.063,1.063
19,13,23,1.098,1.098
19,13,24,1.05,1.05
19,13,25,1.063,1.063
19,13,26,1.1085,1.1085
19,13,27,1.0924,1.0924
19,13,28,1.063,1.063
19,13,29,1.1207,1.1207
19,13,30,1.0983,1.0983
19,13,31,1.1005,1.1005
19,14,1,1.3768,1.3768
19,14,2,1.4,1.4
19,14,3,1.4001,1.4001
19,14,4,1.4,1.4
19,14,5,1.5821,1.5821
19,14,6,1.2748,1.2748
19,14,7,1.65,1.65
19,14,8,1.4,1.4
19,14,9,1.65,1.65
19,14,10,1.4032,1.4032
19,14,11,1.4312,1.4312
19,14,12,1.2748,1.2748
19,14,13,1.65,1.65
19,14,14,1,1
19,14,15,1.35,1.35
19,14,16,1.4,1.4
19,14,17,1.4219,1.4219
19,14,18,1.51,1.51
19,14,19,1.4,1.4
19,14,20,1.2748,1.2748
19,14,21,1.4059,1.4059
19,14,22,1.35,1.35
19,14,23,1.25,1.25
19,14,24,1.4,1.4
19,14,25,1.2748,1.2748
19,14,26,1.4051,1.4051
19,14,27,1.2748,1.2748
19,14,28,1.2748,1.2748
19,14,29,1.422,1.422
19,14,30,1.4016,1.4016
19,14,31,1.4042,1.4042
19,15,1,1.1251,1.1251
19,15,2,1.0032,1.0032
19,15,3,1.025,1.025
19,15,4,1.025,1.025
19,15,5,1.0093,1.0093
19,15,6,1.025,1.025
19,15,7,1.1153,1.1153
19,15,8,1.0003,1.0003
19,15,9,1.25,1.25
19,15,10,1.0026,1.0026
19,15,11,1.012,1.012
19,15,12,1.1251,1.1251
19,15,13,1.1251,1.1251
19,15,14,1.2522,1.2522
19,15,15,1,1
19,15,16,1,1
19,15,17,1.3259,1.3259
19,15,18,1.3682,1.3682
19,15,19,1.0117,1.0117
19,15,20,1.1251,1.1251
19,15,21,1.0058,1.0058
19,15,22,1.0001,1.0001
19,15,23,1.0017,1.0017
19,15,24,1.2333,1.2333
19,15,25,1.1251,1.1251
19,15,26,1.0021,1.0021
19,15,27,1.0009,1.0009
19,15,28,1.1251,1.1251
19,15,29,1.0281,1.0281
19,15,30,1.004,1.004
19,15,31,1.0438,1.0438
19,16,1,1,1
19,16,2,1.0216,1.0216
19,16,3,1.063,1.063
