sector,CountryDestination,CountryOrigin,one_plus_tau,one_plus_tau_prime
9,3,7,1.0846,1.0846
9,3,8,1.1072,1.1072
9,3,9,1.1313,1.1313
9,3,10,1.1168,1.1168
9,3,11,1.1124,1.1124
9,3,12,1.1096,1.1096
9,3,13,1.1022,1.1022
9,3,14,1.0641,1.0641
9,3,15,1.0535,1.0535
9,3,16,1.1322,1.1322
9,3,17,1.1172,1.1172
9,3,18,1.1138,1.1138
9,3,19,1.0612,1.0612
9,3,20,1.035,1.035
9,3,21,1.1133,1.1133
9,3,22,1.103,1.103
9,3,23,1.1304,1.1304
9,3,24,1.1146,1.1146
9,3,25,1.0993,1.0993
9,3,26,1.123,1.123
9,3,27,1.1209,1.1209
9,3,28,1.0556,1.0556
9,3,29,1.1173,1.1173
9,3,30,1.099,1.099
9,3,31,1.1096,1.1096
9,4,1,1.1506,1.1506
9,4,2,1.1857,1.1857
9,4,3,1.1601,1.1601
9,4,4,1,1
9,4,5,1.1376,1.1376
9,4,6,1.1866,1.1866
9,4,7,1.1737,1.1737
9,4,8,1.1478,1.1478
9,4,9,1.1483,1.1483
9,4,10,1.1483,1.1483
9,4,11,1.1467,1.1467
9,4,12,1.1302,1.1302
9,4,13,1.15,1.15
9,4,14,1.151,1.151
9,4,15,1.1695,1.1695
9,4,16,1.1699,1.1699
9,4,17,1.1619,1.1619
9,4,18,1.1479,1.1479
9,4,19,1.1624,1.1624
9,4,20,1.1497,1.1497
9,4,21,1.1584,1.1584
9,4,22,1.1061,1.1061
9,4,23,1.1421,1.1421
9,4,24,1.1584,1.1584
9,4,25,1.1588,1.1588
9,4,26,1.1593,1.1593
9,4,27,1.1404,1.1404
9,4,28,1.15,1.15
9,4,29,1.1527,1.1527
9,4,30,1.1543,1.1543
9,4,31,1.1673,1.1673
9,5,1,1.045,1.045
9,5,2,1.0882,1.0882
9,5,3,1.1127,1.1127
9,5,4,1.0731,1.0731
9,5,5,1,1
9,5,6,1.0455,1.0455
9,5,7,1.0839,1.0839
9,5,8,1.1086,1.1086
9,5,9,1.1048,1.1048
9,5,10,1.1225,1.1225
9,5,11,1.1179,1.1179
9,5,12,1.132,1.132
9,5,13,1.1156,1.1156
9,5,14,1.0604,1.0604
9,5,15,1.0823,1.0823
9,5,16,1.1306,1.1306
9,5,17,1.1193,1.1193
9,5,18,1.1051,1.1051
9,5,19,1.0683,1.0683
9,5,20,1.0786,1.0786
9,5,21,1.1229,1.1229
9,5,22,1.0974,1.0974
9,5,23,1.1137,1.1137
9,5,24,1.1384,1.1384
9,5,25,1.0517,1.0517
9,5,26,1.1045,1.1045
9,5,27,1.1174,1.1174
9,5,28,1.212,1.212
9,5,29,1.1241,1.1241
9,5,30,1.058,1.058
9,5,31,1.1176,1.1176
9,6,1,1.11,1.11
9,6,2,1.11,1.11
9,6,3,1.11,1.11
9,6,4,1.11,1.11
9,6,5,1.11,1.11
9,6,6,1,1
9,6,7,1.11,1.11
9,6,8,1.11,1.11
9,6,9,1.11,1.11
9,6,10,1.11,1.11
9,6,11,1.11,1.11
9,6,12,1.11,1.11
9,6,13,1.11,1.11
9,6,14,1.11,1.11
9,6,15,1.11,1.11
9,6,16,1.11,1.11
9,6,17,1.11,1.11
9,6,18,1.11,1.11
9,6,19,1.11,1.11
9,6,20,1.11,1.11
9,6,21,1.11,1.11
9,6,22,1.11,1.11
9,6,23,1.11,1.11
9,6,24,1.11,1.11
9,6,25,1.11,1.11
9,6,26,1.11,1.11
9,6,27,1.11,1.11
9,6,28,1.11,1.11
9,6,29,1.11,1.11
9,6,30,1.11,1.11
9,6,31,1.11,1.11
9,7,1,1.3834,1.3834
9,7,2,1.4139,1.4139
9,7,3,1.341,1.341
9,7,4,1.3066,1.3066
9,7,5,1.3134,1.3134
9,7,6,1.3029,1.3029
9,7,7,1,1
9,7,8,1.3702,1.3702
9,7,9,1.3548,1.3548
9,7,10,1.3666,1.3666
9,7,11,1.3568,1.3568
9,7,12,1.4907,1.4907
9,7,13,1.3776,1.3776
9,7,14,1.3566,1.3566
9,7,15,1.3711,1.3711
9,7,16,1.2553,1.2553
9,7,17,1.3704,1.3704
9,7,18,1.3846,1.3846
9,7,19,1.3969,1.3969
9,7,20,1.3297,1.3297
9,7,21,1.3415,1.3415
9,7,22,1.4409,1.4409
9,7,23,1.4792,1.4792
9,7,24,1.3769,1.3769
9,7,25,1.455,1.455
9,7,26,1.3651,1.3651
9,7,27,1.3345,1.3345
9,7,28,1.4548,1.4548
9,7,29,1.3566,1.3566
9,7,30,1.3684,1.3684
9,7,31,1.3914,1.3914
9,8,1,1,1
9,8,2,1.0624,1.0624
9,8,3,1.063,1.063
9,8,4,1.0007,1.0007
9,8,5,1.0762,1.0762
9,8,6,1.0003,1.0003
9,8,7,1.0001,1.0001
9,8,8,1,1
9,8,9,1.063,1.063
9,8,10,1,1
9,8,11,1,1
9,8,12,1,1
9,8,13,1.076,1.076
9,8,14,1.0011,1.0011
9,8,15,1.0009,1.0009
9,8,16,1,1
9,8,17,1,1
9,8,18,1.0686,1.0686
9,8,19,1.0007,1.0007
9,8,20,1.0017,1.0017
9,8,21,1,1
9,8,22,1.0846,1.0846
9,8,23,1.1002,1.1002
9,8,24,1,1
9,8,25,1.0001,1.0001
9,8,26,1,1
9,8,27,1.063,1.063
9,8,28,1.0577,1.0577
9,8,29,1,1
9,8,30,1.0758,1.0758
9,8,31,1.0526,1.0526
9,9,1,1.214,1.214
9,9,2,1.1844,1.1844
9,9,3,1.108,1.108
9,9,4,1.2031,1.2031
9,9,5,1.1762,1.1762
9,9,6,1.063,1.063
9,9,7,1.1831,1.1831
9,9,8,1.1587,1.1587
9,9,9,1,1
9,9,10,1.1975,1.1975
9,9,11,1.1364,1.1364
9,9,12,1.1669,1.1669
9,9,13,1.1814,1.1814
9,9,14,1.0834,1.0834
9,9,15,1.1892,1.1892
9,9,16,1.1216,1.1216
9,9,17,1.1441,1.1441
9,9,18,1.1543,1.1543
9,9,19,1.1688,1.1688
9,9,20,1.1375,1.1375
9,9,21,1.15,1.15
9,9,22,1.1459,1.1459
9,9,23,1.1584,1.1584
9,9,24,1.1787,1.1787
9,9,25,1.1327,1.1327
9,9,26,1.211,1.211
9,9,27,1.1322,1.1322
9,9,28,1.0924,1.0924
9,9,29,1.1595,1.1595
9,9,30,1.1332,1.1332
9,9,31,1.1359,1.1359
9,10,1,1,1
9,10,2,1.0624,1.0624
9,10,3,1.063,1.063
9,10,4,1.0007,1.0007
9,10,5,1.0762,1.0762
9,10,6,1.0003,1.0003
9,10,7,1.0001,1.0001
9,10,8,1,1
9,10,9,1.063,1.063
9,10,10,1,1
9,10,11,1,1
9,10,12,1,1
9,10,13,1.076,1.076
9,10,14,1.0011,1.0011
9,10,15,1.0009,1.0009
9,10,16,1,1
9,10,17,1,1
9,10,18,1.0686,1.0686
9,10,19,1.0007,1.0007
9,10,20,1.0017,1.0017
9,10,21,1,1
9,10,22,1.0846,1.0846
9,10,23,1.1002,1.1002
9,10,24,1,1
9,10,25,1.0001,1.0001
9,10,26,1,1
9,10,27,1.063,1.063
9,10,28,1.0577,1.0577
9,10,29,1,1
9,10,30,1.0758,1.0758
9,10,31,1.0526,1.0526
9,11,1,1,1
9,11,2,1.0624,1.0624
9,11,3,1.063,1.063
9,11,4,1.0007,1.0007
9,11,5,1.0762,1.0762
9,11,6,1.0003,1.0003
9,11,7,1.0001,1.0001
9,11,8,1,1
9,11,9,1.063,1.063
9,11,10,1,1
9,11,11,1,1
9,11,12,1,1
9,11,13,1.076,1.076
9,11,14,1.0011,1.0011
9,11,15,1.0009,1.0009
9,11,16,1,1
9,11,17,1,1
9,11,18,1.0686,1.0686
9,11,19,1.0007,1.0007
9,11,20,1.0017,1.0017
9,11,21,1,1
9,11,22,1.0846,1.0846
9,11,23,1.1002,1.1002
9,11,24,1,1
9,11,25,1.0001,1.0001
9,11,26,1,1
9,11,27,1.063,1.063
9,11,28,1.0577,1.0577
9,11,29,1,1
9,11,30,1.0758,1.0758
9,11,31,1.0526,1.0526
9,12,1,1,1
9,12,2,1.0624,1.0624
9,12,3,1.063,1.063
9,12,4,1.0007,1.0007
9,12,5,1.0762,1.0762
9,12,6,1.0003,1.0003
9,12,7,1.0001,1.0001
9,12,8,1,1
9,12,9,1.063,1.063
9,12,10,1,1
9,12,11,1,1
9,12,12,1,1
9,12,13,1.076,1.076
9,12,14,1.0011,1.0011
9,12,15,1.0009,1.0009
9,12,16,1,1
9,12,17,1,1
9,12,18,1.0686,1.0686
9,12,19,1.0007,1.0007
9,12,20,1.0017,1.0017
9,12,21,1,1
9,12,22,1.0846,1.0846
9,12,23,1.1002,1.1002
9,12,24,1,1
9,12,25,1.0001,1.0001
9,12,26,1,1
9,12,27,1.063,1.063
9,12,28,1.0577,1.0577
9,12,29,1,1
9,12,30,1.0758,1.0758
9,12,31,1.0526,1.0526
9,13,1,1,1
9,13,2,1.1358,1.1358
9,13,3,1.1571,1.1571
9,13,4,1.0367,1.0367
9,13,5,1.1662,1.1662
9,13,6,1.063,1.063
9,13,7,1.1816,1.1816
9,13,8,1.2013,1.2013
9,13,9,1,1
9,13,10,1.1494,1.1494
9,13,11,1.1526,1.1526
9,13,12,1.1631,1.1631
9,13,13,1,1
9,13,14,1.1101,1.1101
9,13,15,1.15,1.15
9,13,16,1.1198,1.1198
9,13,17,1.178,1.178
9,13,18,1.1674,1.1674
9,13,19,1.0864,1.0864
9,13,20,1.1247,1.1247
9,13,21,1.2029,1.2029
9,13,22,1.16,1.16
9,13,23,1.0956,1.0956
9,13,24,1.1527,1.1527
9,13,25,1.0244,1.0244
9,13,26,1.13,1.13
9,13,27,1.169,1.169
9,13,28,1.0764,1.0764
9,13,29,1.1605,1.1605
9,13,30,1.1734,1.1734
9,13,31,1.1172,1.1172
9,14,1,1.65,1.65
9,14,2,1.6489,1.6489
9,14,3,1.6275,1.6275
9,14,4,1.6482,1.6482
9,14,5,1.648,1.648
9,14,6,1.2748,1.2748
9,14,7,1.6498,1.6498
9,14,8,1.64,1.64
9,14,9,1.65,1.65
9,14,10,1.6441,1.6441
9,14,11,1.6132,1.6132
9,14,12,2,2
9,14,13,1.65,1.65
9,14,14,1,1
9,14,15,1.65,1.65
9,14,16,1.6322,1.6322
9,14,17,1.6289,1.6289
9,14,18,1.6371,1.6371
9,14,19,1.6499,1.6499
9,14,20,1.65,1.65
9,14,21,1.6452,1.6452
9,14,22,1.65,1.65
9,14,23,1.5411,1.5411
9,14,24,1.65,1.65
9,14,25,1.2748,1.2748
9,14,26,1.6463,1.6463
9,14,27,1.617,1.617
9,14,28,1.65,1.65
9,14,29,1.6342,1.6342
9,14,30,1.6442,1.6442
9,14,31,1.6412,1.6412
9,15,1,1.4,1.4
9,15,2,1.2607,1.2607
9,15,3,1.3049,1.3049
9,15,4,1.2189,1.2189
9,15,5,1.319,1.319
9,15,6,1.2955,1.2955
9,15,7,1.2656,1.2656
9,15,8,1.3554,1.3554
9,15,9,1.363,1.363
9,15,10,1.2284,1.2284
9,15,11,1.2752,1.2752
9,15,12,1.4,1.4
9,15,13,1.2,1.2
9,15,14,1.1016,1.1016
9,15,15,1,1
9,15,16,1.2986,1.2986
9,15,17,1.2587,1.2587
9,15,18,1.2379,1.2379
9,15,19,1.292,1.292
9,15,20,1.347,1.347
9,15,21,1.2478,1.2478
9,15,22,1.3041,1.3041
9,15,23,1.2967,1.2967
9,15,24,1.1969,1.1969
9,15,25,1.1251,1.1251
9,15,26,1.3846,1.3846
9,15,27,1.1753,1.1753
9,15,28,1.2988,1.2988
9,15,29,1.2295,1.2295
9,15,30,1.3013,1.3013
9,15,31,1.3058,1.3058
9,16,1,1,1
9,16,2,1.0624,1.0624
9,16,3,1.063,1.063
9,16,4,1.0007,1.0007
9,16,5,1.0762,1.0762
9,16,6,1.0003,1.0003
9,16,7,1.0001,1.0001
9,16,8,1,1
9,16,9,1.063,1.063
9,16,10,1,1
9,16,11,1,1
9,16,12,1,1
9,16,13,1.076,1.076
9,16,14,1.0011,1.0011
9,16,15,1.0009,1.0009
9,16,16,1,1
9,16,17,1,1
9,16,18,1.0686,1.0686
9,16,19,1.0007,1.0007
9,16,20,1.0017,1.0017
9,16,21,1,1
9,16,22,1.0846,1.0846
9,16,23,1.1002,1.1002
9,16,24,1,1
9,16,25,1.0001,1.0001
9,16,26,1,1
9,16,27,1.063,1.063
9,16,28,1.0577,1.0577
9,16,29,1,1
9,16,30,1.0758,1.0758
9,16,31,1.0526,1.0526
9,17,1,1,1
9,17,2,1.0624,1.0624
9,17,3,1.063,1.063
9,17,4,1.0007,1.0007
9,17,5,1.0762,1.0762
9,17,6,1.0003,1.0003
9,17,7,1.0001,1.0001
9,17,8,1,1
9,17,9,1.063,1.063
9,17,10,1,1
9,17,11,1,1
9,17,12,1,1
9,17,13,1.076,1.076
9,17,14,1.0011,1.0011
9,17,15,1.0009,1.0009
9,17,16,1,1
9,17,17,1,1
9,17,18,1.0686,1.0686
9,17,19,1.0007,1.0007
9,17,20,1.0017,1.0017
9,17,21,1,1
9,17,22,1.0846,1.0846
9,17,23,1.1002,1.1002
9,17,24,1,1
9,17,25,1.0001,1.0001
9,17,26,1,1
9,17,27,1.063,1.063
9,17,28,1.0577,1.0577
9,17,29,1,1
9,17,30,1.0758,1.0758
9,17,31,1.0526,1.0526
9,18,1,1,1
9,18,2,1.0113,1.0113
9,18,3,1.0028,1.0028
9,18,4,1,1
9,18,5,1.0281,1.0281
9,18,6,1,1
9,18,7,1,1
9,18,8,1.0388,1.0388
9,18,9,1.0384,1.0384
9,18,10,1.0189,1.0189
9,18,11,1.0275,1.0275
9,18,12,1.0482,1.0482
9,18,13,1,1
9,18,14,1,1
9,18,15,1,1
9,18,16,1.0261,1.0261
9,18,17,1.0148,1.0148
9,18,18,1,1
9,18,19,1,1
9,18,20,1,1
9,18,21,1.0474,1.0474
9,18,22,1.043,1.043
9,18,23,1.0447,1.0447
9,18,24,1.019,1.019
9,18,25,1.0469,1.0469
9,18,26,1.0055,1.0055
9,18,27,1.0346,1.0346
9,18,28,1,1
9,18,29,1.0328,1.0328
9,18,30,1.0303,1.0303
9,18,31,1.0019,1.0019
9,19,1,1.11,1.11
9,19,2,1.11,1.11
9,19,3,1.11,1.11
9,19,4,1.11,1.11
9,19,5,1.11,1.11
9,19,6,1.1297,1.1297
9,19,7,1.11,1.11
9,19,8,1.11,1.11
9,19,9,1.11,1.11
9,19,10,1.11,1.11
9,19,11,1.11,1.11
9,19,12,1.11,1.11
9,19,13,1.11,1.11
9,19,14,1.1098,1.1098
9,19,15,1.1099,1.1099
9,19,16,1.11,1.11
9,19,17,1.11,1.11
9,19,18,1.1097,1.1097
9,19,19,1,1
9,19,20,1.11,1.11
9,19,21,1.11,1.11
9,19,22,1.11,1.11
9,19,23,1.11,1.11
9,19,24,1.11,1.11
9,19,25,1.11,1.11
9,19,26,1.1099,1.1099
9,19,27,1.11,1.11
9,19,28,1.11,1.11
9,19,29,1.11,1.11
9,19,30,1.1098,1.1098
9,19,31,1.1099,1.1099
9,20,1,1.1701,1.1701
9,20,2,1.1776,1.1776
9,20,3,1.178,1.178
9,20,4,1.177,1.177
9,20,5,1.1491,1.1491
9,20,6,1.1467,1.1467
9,20,7,1.1737,1.1737
9,20,8,1.1432,1.1432
9,20,9,1.1312,1.1312
9,20,10,1.1371,1.1371
9,20,11,1.1437,1.1437
9,20,12,1.1405,1.1405
9,20,13,1.1445,1.1445
9,20,14,1.198,1.198
9,20,15,1.1854,1.1854
9,20,16,1.1534,1.1534
9,20,17,1.148,1.148
9,20,18,1.1656,1.1656
9,20,19,1.1511,1.1511
9,20,20,1,1
9,20,21,1.1822,1.1822
9,20,22,1.1393,1.1393
9,20,23,1.1458,1.1458
9,20,24,1.1412,1.1412
9,20,25,1.1191,1.1191
9,20,26,1.137,1.137
9,20,27,1.1434,1.1434
9,20,28,1.125,1.125
9,20,29,1.1497,1.1497
9,20,30,1.1536,1.1536
9,20,31,1.1742,1.1742
9,21,1,1,1
9,21,2,1.0624,1.0624
9,21,3,1.063,1.063
9,21,4,1.0007,1.0007
9,21,5,1.0762,1.0762
9,21,6,1.0003,1.0003
9,21,7,1.0001,1.0001
9,21,8,1,1
9,21,9,1.063,1.063
9,21,10,1,1
9,21,11,1,1
9,21,12,1,1
9,21,13,1.076,1.076
9,21,14,1.0011,1.0011
9,21,15,1.0009,1.0009
9,21,16,1,1
9,21,17,1,1
9,21,18,1.0686,1.0686
9,21,19,1.0007,1.0007
9,21,20,1.0017,1.0017
9,21,21,1,1
9,21,22,1.0846,1.0846
9,21,23,1.1002,1.1002
9,21,24,1,1
9,21,25,1.0001,1.0001
9,21,26,1,1
9,21,27,1.063,1.063
9,21,28,1.0577,1.0577
9,21,29,1,1
9,21,30,1.0758,1.0758
9,21,31,1.0526,1.0526
9,22,1,1.1973,1.1973
9,22,2,1.1317,1.1317
9,22,3,1.1087,1.1087
9,22,4,1.0396,1.0396
9,22,5,1.1305,1.1305
9,22,6,1.205,1.205
9,22,7,1.1319,1.1319
9,22,8,1.1096,1.1096
9,22,9,1.1074,1.1074
9,22,10,1.1293,1.1293
9,22,11,1.1321,1.1321
9,22,12,1.0689,1.0689
9,22,13,1.0888,1.0888
9,22,14,1.0696,1.0696
9,22,15,1.0908,1.0908
9,22,16,1.1033,1.1033
9,22,17,1.14,1.14
9,22,18,1.1325,1.1325
9,22,19,1.1074,1.1074
9,22,20,1.0632,1.0632
9,22,21,1.1202,1.1202
9,22,22,1,1
9,22,23,1.1571,1.1571
9,22,24,1.1358,1.1358
9,22,25,1.1125,1.1125
9,22,26,1.1074,1.1074
9,22,27,1.1416,1.1416
9,22,28,1.0668,1.0668
9,22,29,1.1288,1.1288
9,22,30,1.1306,1.1306
9,22,31,1.118,1.118
9,23,1,1,1
9,23,2,1.1077,1.1077
9,23,3,1,1
9,23,4,1,1
9,23,5,1.0951,1.0951
9,23,6,1.0498,1.0498
9,23,7,1,1
9,23,8,1,1
9,23,9,1,1
9,23,10,1,1
9,23,11,1,1
9,23,12,1,1
9,23,13,1.1162,1.1162
9,23,14,1.1308,1.1308
9,23,15,1,1
9,23,16,1,1
9,23,17,1,1
9,23,18,1.089,1.089
9,23,19,1.0059,1.0059
9,23,20,1,1
9,23,21,1,1
9,23,22,1.0857,1.0857
9,23,23,1,1
9,23,24,1,1
9,23,25,1,1
9,23,26,1,1
9,23,27,1,1
9,23,28,1.2128,1.2128
9,23,29,1,1
9,23,30,1.1064,1.1064
9,23,31,1.0971,1.0971
9,24,1,1,1
9,24,2,1.0624,1.0624
9,24,3,1.063,1.063
9,24,4,1.0007,1.0007
9,24,5,1.0762,1.0762
9,24,6,1.0003,1.0003
9,24,7,1.0001,1.0001
9,24,8,1,1
9,24,9,1.063,1.063
9,24,10,1,1
9,24,11,1,1
9,24,12,1,1
9,24,13,1.076,1.076
9,24,14,1.0011,1.0011
9,24,15,1.0009,1.0009
9,24,16,1,1
9,24,17,1,1
9,24,18,1.0686,1.0686
9,24,19,1.0007,1.0007
9,24,20,1.0017,1.0017
9,24,21,1,1
9,24,22,1.0846,1.0846
9,24,23,1.1002,1.1002
9,24,24,1,1
9,24,25,1.0001,1.0001
9,24,26,1,1
9,24,27,1.063,1.063
9,24,28,1.0577,1.0577
9,24,29,1,1
9,24,30,1.0758,1.0758
9,24,31,1.0526,1.0526
9,25,1,1.1405,1.1405
9,25,2,1.1668,1.1668
9,25,3,1.1894,1.1894
9,25,4,1.2029,1.2029
9,25,5,1.1814,1.1814
9,25,6,1.101,1.101
9,25,7,1.2281,1.2281
9,25,8,1.1868,1.1868
9,25,9,1.1444,1.1444
9,25,10,1.1594,1.1594
9,25,11,1.1718,1.1718
9,25,12,1.1991,1.1991
9,25,13,1.2004,1.2004
9,25,14,1.1913,1.1913
9,25,15,1.2189,1.2189
9,25,16,1.1942,1.1942
9,25,17,1.1781,1.1781
9,25,18,1.1682,1.1682
9,25,19,1.1533,1.1533
9,25,20,1.1712,1.1712
9,25,21,1.1714,1.1714
9,25,22,1.1856,1.1856
9,25,23,1.226,1.226
9,25,24,1.1455,1.1455
9,25,25,1,1
9,25,26,1.1462,1.1462
9,25,27,1.1549,1.1549
9,25,28,1.1943,1.1943
9,25,29,1.1547,1.1547
9,25,30,1.1788,1.1788
9,25,31,1.1993,1.1993
9,26,1,1,1
9,26,2,1.0624,1.0624
9,26,3,1.063,1.063
9,26,4,1.0007,1.0007
9,26,5,1.0762,1.0762
9,26,6,1.0003,1.0003
9,26,7,1.0001,1.0001
9,26,8,1,1
9,26,9,1.063,1.063
9,26,10,1,1
9,26,11,1,1
9,26,12,1,1
9,26,13,1.076,1.076
9,26,14,1.0011,1.0011
9,26,15,1.0009,1.0009
9,26,16,1,1
9,26,17,1,1
9,26,18,1.0686,1.0686
9,26,19,1.0007,1.0007
9,26,20,1.0017,1.0017
9,26,21,1,1
9,26,22,1.0846,1.0846
9,26,23,1.1002,1.1002
9,26,24,1,1
9,26,25,1.0001,1.0001
9,26,26,1,1
9,26,27,1.063,1.063
9,26,28,1.0577,1.0577
9,26,29,1,1
9,26,30,1.0758,1.0758
9,26,31,1.0526,1.0526
9,27,1,1,1
9,27,2,1.0795,1.0795
9,27,3,1.0815,1.0815
9,27,4,1,1
9,27,5,1.0739,1.0739
9,27,6,1,1
9,27,7,1,1
9,27,8,1.0847,1.0847
9,27,9,1.0816,1.0816
9,27,10,1.0656,1.0656
9,27,11,1.0776,1.0776
9,27,12,1.0842,1.0842
9,27,13,1.0534,1.0534
9,27,14,1,1
9,27,15,1,1
9,27,16,1.0872,1.0872
9,27,17,1.0725,1.0725
9,27,18,1.0635,1.0635
9,27,19,1,1
9,27,20,1,1
9,27,21,1.085,1.085
9,27,22,1.0569,1.0569
9,27,23,1.0945,1.0945
9,27,24,1.1107,1.1107
9,27,25,1,1
9,27,26,1.0634,1.0634
9,27,27,1,1
9,27,28,1.0645,1.0645
9,27,29,1.072,1.072
9,27,30,1.0692,1.0692
9,27,31,1.0719,1.0719
9,28,1,1.1,1.1
9,28,2,1.1004,1.1004
9,28,3,1.0884,1.0884
9,28,4,1.0582,1.0582
9,28,5,1.08,1.08
9,28,6,1.079,1.079
9,28,7,1.1003,1.1003
9,28,8,1.0515,1.0515
9,28,9,1.116,1.116
9,28,10,1.0462,1.0462
9,28,11,1.0479,1.0479
9,28,12,1.049,1.049
9,28,13,1.1208,1.1208
9,28,14,1.0669,1.0669
9,28,15,1.0686,1.0686
9,28,16,1.0328,1.0328
9,28,17,1.047,1.047
9,28,18,1.079,1.079
9,28,19,1.0655,1.0655
9,28,20,1.1,1.1
9,28,21,1.0488,1.0488
9,28,22,1.1,1.1
9,28,23,1.1001,1.1001
9,28,24,1.0382,1.0382
9,28,25,1.1192,1.1192
9,28,26,1.0333,1.0333
9,28,27,1.0982,1.0982
9,28,28,1,1
9,28,29,1.0453,1.0453
9,28,30,1.0956,1.0956
9,28,31,1.0951,1.0951
9,29,1,1,1
9,29,2,1.0624,1.0624
9,29,3,1.063,1.063
9,29,4,1.0007,1.0007
9,29,5,1.0762,1.0762
9,29,6,1.0003,1.0003
9,29,7,1.0001,1.0001
9,29,8,1,1
9,29,9,1.063,1.063
9,29,10,1,1
9,29,11,1,1
9,29,12,1,1
9,29,13,1.076,1.076
9,29,14,1.0011,1.0011
9,29,15,1.0009,1.0009
9,29,16,1,1
9,29,17,1,1
9,29,18,1.0686,1.0686
9,29,19,1.0007,1.0007
9,29,20,1.0017,1.0017
9,29,21,1,1
9,29,22,1.0846,1.0846
9,29,23,1.1002,1.1002
9,29,24,1,1
9,29,25,1.0001,1.0001
9,29,26,1,1
9,29,27,1.063,1.063
9,29,28,1.0577,1.0577
9,29,29,1,1
9,29,30,1.0758,1.0758
9,29,31,1.0526,1.0526
9,30,1,1.012,1.012
9,30,2,1.04,1.04
9,30,3,1.0484,1.0484
9,30,4,1.0027,1.0027
9,30,5,1.0176,1.0176
9,30,6,1.0013,1.0013
9,30,7,1.0455,1.0455
9,30,8,1.0474,1.0474
9,30,9,1.0483,1.0483
9,30,10,1.0419,1.0419
9,30,11,1.0464,1.0464
9,30,12,1.0378,1.0378
9,30,13,1.0031,1.0031
9,30,14,1.0033,1.0033
9,30,15,1.0089,1.0089
9,30,16,1.048,1.048
9,30,17,1.0413,1.0413
9,30,18,1.0427,1.0427
9,30,19,1.0432,1.0432
9,30,20,1.0469,1.0469
9,30,21,1.0443,1.0443
9,30,22,1.043,1.043
9,30,23,1.0452,1.0452
9,30,24,1.0608,1.0608
9,30,25,1.0013,1.0013
9,30,26,1.0346,1.0346
9,30,27,1.0446,1.0446
9,30,28,1.0016,1.0016
9,30,29,1.0445,1.0445
9,30,30,1,1
9,30,31,1.0303,1.0303
9,31,1,1.0907,1.0907
9,31,2,1.1679,1.1679
9,31,3,1.1609,1.1609
9,31,4,1.0661,1.0661
9,31,5,1.1078,1.1078
9,31,6,1.1595,1.1595
9,31,7,1.0315,1.0315
9,31,8,1.0641,1.0641
9,31,9,1.1055,1.1055
9,31,10,1.1889,1.1889
9,31,11,1.0548,1.0548
9,31,12,1.116,1.116
9,31,13,1.0803,1.0803
9,31,14,1.1459,1.1459
9,31,15,1.1226,1.1226
9,31,16,1.0717,1.0717
9,31,17,1.1138,1.1138
9,31,18,1.2094,1.2094
9,31,19,1.1201,1.1201
9,31,20,1.1057,1.1057
9,31,21,1.1146,1.1146
9,31,22,1.1345,1.1345
9,31,23,1.0994,1.0994
9,31,24,1.1755,1.1755
9,31,25,1.0683,1.0683
9,31,26,1.2359,1.2359
9,31,27,1.1759,1.1759
9,31,28,1.0763,1.0763
9,31,29,1.1514,1.1514
9,31,30,1.1127,1.1127
9,31,31,1,1
10,1,1,1,1
10,1,2,1.1,1.1
10,1,3,1.087,1.087
10,1,4,1.1053,1.1053
10,1,5,1.0985,1.0985
10,1,6,1.1028,1.1028
10,1,7,1.1226,1.1226
10,1,8,1.1229,1.1229
10,1,9,1.1239,1.1239
10,1,10,1.1138,1.1138
10,1,11,1.0973,1.0973
10,1,12,1.1078,1.1078
10,1,13,1.18,1.18
10,1,14,1.1112,1.1112
10,1,15,1.125,1.125
10,1,16,1,1
10,1,17,1.1047,1.1047
10,1,18,1.1095,1.1095
10,1,19,1.1079,1.1079
10,1,20,1.1174,1.1174
10,1,21,1.0849,1.0849
10,1,22,1.22,1.22
10,1,23,1.112,1.112
10,1,24,1.1213,1.1213
10,1,25,1.1117,1.1117
10,1,26,1.1092,1.1092
10,1,27,1.1013,1.1013
10,1,28,1.122,1.122
10,1,29,1.0978,1.0978
10,1,30,1.1048,1.1048
10,1,31,1.1079,1.1079
10,2,1,1.0498,1.0498
10,2,2,1,1
10,2,3,1.0724,1.0724
10,2,4,1.053,1.053
10,2,5,1.0953,1.0953
10,2,6,1.05,1.05
10,2,7,1.0691,1.0691
10,2,8,1.0873,1.0873
10,2,9,1.1048,1.1048
10,2,10,1.0771,1.0771
10,2,11,1.1004,1.1004
10,2,12,1.1012,1.1012
10,2,13,1.0702,1.0702
10,2,14,1.0646,1.0646
10,2,15,1.0536,1.0536
10,2,16,1.0464,1.0464
10,2,17,1.1007,1.1007
10,2,18,1.105,1.105
10,2,19,1.0616,1.0616
10,2,20,1.0486,1.0486
10,2,21,1.1029,1.1029
10,2,22,1,1
10,2,23,1.0208,1.0208
10,2,24,1.1031,1.1031
10,2,25,1.0862,1.0862
10,2,26,1.1015,1.1015
10,2,27,1.0871,1.0871
10,2,28,1.0455,1.0455
10,2,29,1.1112,1.1112
10,2,30,1.0996,1.0996
10,2,31,1.0611,1.0611
10,3,1,1.063,1.063
10,3,2,1.0966,1.0966
10,3,3,1,1
10,3,4,1.0391,1.0391
