SectorOrigin,SectorDestination,country,gamma_IO
12,32,1,0.006300293
12,33,1,0.002688093
12,34,1,0.003647466
12,35,1,0.003749133
12,36,1,0.003186269
12,37,1,0.000824127
12,38,1,0.002547256
12,39,1,0.003418381
12,40,1,0
13,1,1,0.008966988
13,2,1,0.021093707
13,3,1,0.004793721
13,4,1,0.007115266
13,5,1,0.008406515
13,6,1,0.007560153
13,7,1,0.008720819
13,8,1,0.008223764
13,9,1,0.011589462
13,10,1,0.012561656
13,11,1,0.013905543
13,12,1,0.021406166
13,13,1,0.132401407
13,14,1,0.023779116
13,15,1,0.027378798
13,16,1,0.011291136
13,17,1,0.021360708
13,18,1,0.040741938
13,19,1,0.029176134
13,20,1,0.009225084
13,21,1,0.011498961
13,22,1,0.018100946
13,23,1,0.004145388
13,24,1,0.003019997
13,25,1,0.004506127
13,26,1,0.003550707
13,27,1,0.003782706
13,28,1,0.00383031
13,29,1,0.004423576
13,30,1,0.001476692
13,31,1,0.000715791
13,32,1,0.011776781
13,33,1,0.005909806
13,34,1,0.009119891
13,35,1,0.004864071
13,36,1,0.012847038
13,37,1,0.000821642
13,38,1,0.003038287
13,39,1,0.004275402
13,40,1,0
14,1,1,0.000369846
14,2,1,0.000387714
14,3,1,0.000604984
14,4,1,0.000927388
14,5,1,0.000718005
14,6,1,0.001376896
14,7,1,0.000661819
14,8,1,0.001356276
14,9,1,0.001606907
14,10,1,0.001122963
14,11,1,0.001163992
14,12,1,0.00136349
14,13,1,0.003161769
14,14,1,0.130895101
14,15,1,0.004427405
14,16,1,0.011307227
14,17,1,0.008291801
14,18,1,0.004541643
14,19,1,0.00070763
14,20,1,0.001267602
14,21,1,0.001921816
14,22,1,0.000638344
14,23,1,0.000989002
14,24,1,0.000576515
14,25,1,0.000837388
14,26,1,0.00032525
14,27,1,0.000485976
14,28,1,0.000645974
14,29,1,0.002424013
14,30,1,0.002347377
14,31,1,0.000191243
14,32,1,0.001215659
14,33,1,0.018180282
14,34,1,0.002941332
14,35,1,0.001885966
14,36,1,0.001577866
14,37,1,0.000544865
14,38,1,0.001229309
14,39,1,0.001065357
14,40,1,0
15,1,1,0.000976228
15,2,1,0.003223564
15,3,1,0.001111481
15,4,1,0.001491413
15,5,1,0.001868759
15,6,1,0.001585071
15,7,1,0.00192006
15,8,1,0.001924606
15,9,1,0.00326769
15,10,1,0.00302494
15,11,1,0.005412122
15,12,1,0.008493533
15,13,1,0.038257342
15,14,1,0.079035405
15,15,1,0.127681136
15,16,1,0.110060959
15,17,1,0.046141102
15,18,1,0.031899843
15,19,1,0.014059781
15,20,1,0.006448379
15,21,1,0.013954021
15,22,1,0.01664999
15,23,1,0.003276056
15,24,1,0.002097832
15,25,1,0.002684013
15,26,1,0.001664687
15,27,1,0.002104823
15,28,1,0.002615388
15,29,1,0.014520028
15,30,1,0.001225794
15,31,1,0.000374584
15,32,1,0.001773513
15,33,1,0.011738012
15,34,1,0.00672342
15,35,1,0.002571157
15,36,1,0.001931666
15,37,1,0.000770428
15,38,1,0.001463218
15,39,1,0.003191567
15,40,1,0
16,1,1,0.000261585
16,2,1,0.000621837
16,3,1,0.000528137
16,4,1,0.000481255
16,5,1,0.000424545
16,6,1,0.000792536
16,7,1,0.001035879
16,8,1,0.000947889
16,9,1,0.00241138
16,10,1,0.000709881
16,11,1,0.000702724
16,12,1,0.001312459
16,13,1,0.007431172
16,14,1,0.056240485
16,15,1,0.018733249
16,16,1,0.166144406
16,17,1,0.036753637
16,18,1,0.004062055
16,19,1,0.003097422
16,20,1,0.001971511
16,21,1,0.000881816
16,22,1,0.002579672
16,23,1,0.001939578
16,24,1,0.000485972
16,25,1,0.000635003
16,26,1,0.000400473
16,27,1,0.000562657
16,28,1,0.001006515
16,29,1,0.02321141
16,30,1,0.00123431
16,31,1,8.45826E-05
16,32,1,0.001266825
16,33,1,0.004876643
16,34,1,0.002777958
16,35,1,0.002011973
16,36,1,0.002382684
16,37,1,0.000572301
16,38,1,0.000903781
16,39,1,0.002295936
16,40,1,0
17,1,1,0.000262737
17,2,1,0.00071306
17,3,1,0.000402636
17,4,1,0.000671265
17,5,1,0.000435679
17,6,1,0.001259976
17,7,1,0.000881101
17,8,1,0.001709146
17,9,1,0.001278203
17,10,1,0.000795425
17,11,1,0.001329088
17,12,1,0.001579178
17,13,1,0.006239606
17,14,1,0.003856899
17,15,1,0.005426932
17,16,1,0.009978063
17,17,1,0.066713875
17,18,1,0.016375338
17,19,1,0.000555311
17,20,1,0.001477231
17,21,1,0.002603685
17,22,1,0.001793507
17,23,1,0.001235162
17,24,1,0.000332338
17,25,1,0.000566378
17,26,1,0.000332462
17,27,1,0.000525103
17,28,1,0.000559166
17,29,1,0.002226998
17,30,1,0.000511973
17,31,1,0.00013564
17,32,1,0.000646878
17,33,1,0.001121556
17,34,1,0.003705462
17,35,1,0.002860468
17,36,1,0.001920867
17,37,1,0.00078462
17,38,1,0.017857395
17,39,1,0.002022311
17,40,1,0
18,1,1,0.001384096
18,2,1,0.003778561
18,3,1,0.001135698
18,4,1,0.001447897
18,5,1,0.001585964
18,6,1,0.001135655
18,7,1,0.001074614
18,8,1,0.001178267
18,9,1,0.002861559
18,10,1,0.002240194
18,11,1,0.002148549
18,12,1,0.003268623
18,13,1,0.008647917
18,14,1,0.002900545
18,15,1,0.003380856
18,16,1,0.002867905
18,17,1,0.004397696
18,18,1,0.019887942
18,19,1,0.211485918
18,20,1,0.003069167
18,21,1,0.001182857
18,22,1,0.001819653
18,23,1,0.009122771
18,24,1,0.001038401
18,25,1,0.009162163
18,26,1,0.008168576
18,27,1,0.012688857
18,28,1,0.002701812
18,29,1,0.002500174
18,30,1,0.001006453
18,31,1,0.000190135
18,32,1,0.007303022
18,33,1,0.001799568
18,34,1,0.002412196
18,35,1,0.001547275
18,36,1,0.001603763
18,37,1,0.00042971
18,38,1,0.00133639
18,39,1,0.00298989
18,40,1,0
19,1,1,0.002162023
19,2,1,0.002077087
19,3,1,0.000640169
19,4,1,0.004446024
19,5,1,0.000682553
19,6,1,0.000525452
19,7,1,0.00064788
19,8,1,0.001009008
19,9,1,0.000945543
19,10,1,0.001086755
19,11,1,0.002796962
19,12,1,0.002479656
19,13,1,0.003868712
19,14,1,0.003723463
19,15,1,0.002411783
19,16,1,0.003094281
19,17,1,0.00295991
19,18,1,0.060926103
19,19,1,0.02651595
19,20,1,0.001092045
19,21,1,0.000402029
19,22,1,0.000773092
19,23,1,0.001403814
19,24,1,0.000333115
19,25,1,0.014442308
19,26,1,0.018631432
19,27,1,0.024705388
19,28,1,0.00614822
19,29,1,0.000796716
19,30,1,0.000283444
19,31,1,8.31444E-05
19,32,1,0.001044685
19,33,1,0.001124989
19,34,1,0.001812877
19,35,1,0.000569061
19,36,1,0.010528939
19,37,1,0.000100589
19,38,1,0.000490248
19,39,1,0.000801048
19,40,1,0
20,1,1,0.001183448
20,2,1,0.001186054
20,3,1,0.001084025
20,4,1,0.005340291
20,5,1,0.004349929
20,6,1,0.00305364
20,7,1,0.001269991
20,8,1,0.001779203
20,9,1,0.003266012
20,10,1,0.002965028
20,11,1,0.014163028
20,12,1,0.004696757
20,13,1,0.003466547
20,14,1,0.001870414
20,15,1,0.002936926
20,16,1,0.002521743
20,17,1,0.004193263
20,18,1,0.007508952
20,19,1,0.002385232
20,20,1,0.028145066
20,21,1,0.001897464
20,22,1,0.004152454
20,23,1,0.002007268
20,24,1,0.003429929
20,25,1,0.001549838
20,26,1,0.000961902
20,27,1,0.001709836
20,28,1,0.001143535
20,29,1,0.001353484
20,30,1,0.001575814
20,31,1,0.001212483
20,32,1,0.003160881
20,33,1,0.00230419
20,34,1,0.003048918
20,35,1,0.007053671
20,36,1,0.002205889
20,37,1,0.001646334
20,38,1,0.002488872
20,39,1,0.007795795
20,40,1,0
21,1,1,0.011614629
21,2,1,0.021256058
21,3,1,0.012069505
21,4,1,0.016584252
21,5,1,0.015729899
21,6,1,0.021600846
21,7,1,0.026267235
21,8,1,0.024303441
21,9,1,0.019618066
21,10,1,0.032982956
21,11,1,0.041885309
21,12,1,0.01602238
21,13,1,0.010846656
21,14,1,0.004662675
21,15,1,0.011839193
21,16,1,0.0086498
21,17,1,0.009554496
21,18,1,0.013793318
21,19,1,0.005949758
21,20,1,0.011119662
21,21,1,0.127273988
21,22,1,0.004395956
21,23,1,0.00824384
21,24,1,0.022237327
21,25,1,0.011428326
21,26,1,0.004730799
21,27,1,0.003701959
21,28,1,0.010092534
21,29,1,0.01135051
21,30,1,0.006454183
21,31,1,0.002992925
21,32,1,0.005800189
21,33,1,0.007154882
21,34,1,0.012820695
21,35,1,0.006033186
21,36,1,0.01184616
21,37,1,0.007606358
21,38,1,0.014887552
21,39,1,0.015305994
21,40,1,0
22,1,1,0.006885574
22,2,1,0.009776159
22,3,1,0.003230287
22,4,1,0.003374208
22,5,1,0.004366102
22,6,1,0.003878465
22,7,1,0.007913946
22,8,1,0.004668127
22,9,1,0.003553307
22,10,1,0.006432953
22,11,1,0.004881732
22,12,1,0.005063549
22,13,1,0.003913881
22,14,1,0.002114993
22,15,1,0.003940315
22,16,1,0.004846718
22,17,1,0.002936243
22,18,1,0.006368776
22,19,1,0.001807165
22,20,1,0.004176366
22,21,1,0.027688656
22,22,1,0.052264571
22,23,1,0.003898819
22,24,1,0.008602198
22,25,1,0.008347139
22,26,1,0.004733637
22,27,1,0.002978767
22,28,1,0.014475527
22,29,1,0.019946251
22,30,1,0.007817865
22,31,1,0.02782855
22,32,1,0.00548097
22,33,1,0.005139268
22,34,1,0.015082089
22,35,1,0.007141434
22,36,1,0.022020512
22,37,1,0.005921851
22,38,1,0.008386865
22,39,1,0.012500881
22,40,1,0
23,1,1,0.059628661
23,2,1,0.029787534
23,3,1,0.09875898
23,4,1,0.101105586
23,5,1,0.067998545
23,6,1,0.075547875
23,7,1,0.082485182
23,8,1,0.088528867
23,9,1,0.085969907
23,10,1,0.070782173
23,11,1,0.07164745
23,12,1,0.068122682
23,13,1,0.076440492
23,14,1,0.08973753
23,15,1,0.077579885
23,16,1,0.080921629
23,17,1,0.08498947
23,18,1,0.112506662
23,19,1,0.037391398
23,20,1,0.075334305
23,21,1,0.043562037
23,22,1,0.060287665
23,23,1,0.027034746
23,24,1,0.072493242
23,25,1,0.056091311
23,26,1,0.02344666
23,27,1,0.025118443
23,28,1,0.024556208
23,29,1,0.029524783
23,30,1,0.012114186
23,31,1,0.003184945
23,32,1,0.055115509
23,33,1,0.041626853
23,34,1,0.03107144
23,35,1,0.025112534
23,36,1,0.019896718
23,37,1,0.007220841
23,38,1,0.042563063
23,39,1,0.029157983
23,40,1,0
24,1,1,0.001539426
24,2,1,0.00299474
24,3,1,0.003735091
24,4,1,0.003757327
24,5,1,0.002917669
24,6,1,0.004090579
24,7,1,0.003535101
24,8,1,0.004954653
24,9,1,0.00373339
24,10,1,0.003790513
24,11,1,0.003689536
24,12,1,0.004729763
24,13,1,0.004363329
24,14,1,0.004739981
24,15,1,0.004570524
24,16,1,0.003916689
24,17,1,0.006813776
24,18,1,0.004557049
24,19,1,0.001330673
24,20,1,0.003831209
24,21,1,0.003024727
24,22,1,0.002987637
24,23,1,0.005771607
24,24,1,0.006573672
24,25,1,0.005864168
24,26,1,0.005733132
24,27,1,0.019937688
24,28,1,0.03131139
24,29,1,0.004745042
24,30,1,0.008448254
24,31,1,0.000617942
24,32,1,0.008152043
24,33,1,0.012553448
24,34,1,0.008275318
24,35,1,0.011439911
24,36,1,0.009203067
24,37,1,0.003069439
24,38,1,0.008775732
24,39,1,0.010470217
24,40,1,0
25,1,1,0.011434934
25,2,1,0.028553356
25,3,1,0.021754331
25,4,1,0.016878209
25,5,1,0.022779862
25,6,1,0.020445138
25,7,1,0.058700395
25,8,1,0.021612732
25,9,1,0.018863034
25,10,1,0.030328846
25,11,1,0.021210217
25,12,1,0.015049178
25,13,1,0.015033665
25,14,1,0.010061998
25,15,1,0.013746634
25,16,1,0.012330458
25,17,1,0.011577544
25,18,1,0.017618625
25,19,1,0.005599252
25,20,1,0.015990972
25,21,1,0.02231477
25,22,1,0.014711377
25,23,1,0.016487516
25,24,1,0.010039187
25,25,1,0.048939722
25,26,1,0.015239917
25,27,1,0.009744383
25,28,1,0.031069879
25,29,1,0.016623923
25,30,1,0.00573969
25,31,1,0.000962463
25,32,1,0.011033139
25,33,1,0.007313914
25,34,1,0.008034197
25,35,1,0.007731053
25,36,1,0.007789336
25,37,1,0.003819311
25,38,1,0.008123186
25,39,1,0.011106467
25,40,1,0
26,1,1,0.000880854
26,2,1,0.001996739
26,3,1,0.001408342
26,4,1,0.000926807
26,5,1,0.000963122
26,6,1,0.000984119
26,7,1,0.004930698
26,8,1,0.001366788
26,9,1,0.000983537
26,10,1,0.001841752
26,11,1,0.001997318
26,12,1,0.001524417
26,13,1,0.001079252
26,14,1,0.000884874
26,15,1,0.000938618
26,16,1,0.000864632
26,17,1,0.00079469
26,18,1,0.001330922
26,19,1,0.000311209
26,20,1,0.000917239
26,21,1,0.001055648
26,22,1,0.000893008
26,23,1,0.000820705
26,24,1,0.0008209
26,25,1,0.003668778
26,26,1,0.044893295
26,27,1,0.001889742
26,28,1,0.00337341
26,29,1,0.001429533
26,30,1,0.000305282
26,31,1,5.17266E-05
26,32,1,0.00079001
26,33,1,0.000597253
26,34,1,0.000661517
26,35,1,0.00060086
26,36,1,0.000613134
26,37,1,0.000234825
26,38,1,0.00050694
26,39,1,0.00064776
26,40,1,0
27,1,1,0.000795978
27,2,1,0.001989877
27,3,1,0.001266499
27,4,1,0.00198713
27,5,1,0.001281545
27,6,1,0.001980294
27,7,1,0.001299732
27,8,1,0.00207473
27,9,1,0.001889108
27,10,1,0.001582723
27,11,1,0.001751196
27,12,1,0.001273175
27,13,1,0.001958158
27,14,1,0.001599955
27,15,1,0.002525319
27,16,1,0.002377884
27,17,1,0.002277085
27,18,1,0.002343623
27,19,1,0.000884895
27,20,1,0.001597316
27,21,1,0.001265154
27,22,1,0.001031326
27,23,1,0.00268932
27,24,1,0.00135665
27,25,1,0.001624793
27,26,1,0.003766978
27,27,1,0.03062487
27,28,1,0.02790315
27,29,1,0.006657017
27,30,1,0.002839561
27,31,1,0.000195276
27,32,1,0.005777461
27,33,1,0.00343072
27,34,1,0.004206301
27,35,1,0.003808004
27,36,1,0.003673668
27,37,1,0.000871482
27,38,1,0.00121027
27,39,1,0.00486692
27,40,1,0
28,1,1,0.002712845
28,2,1,0.004625055
28,3,1,0.005578309
28,4,1,0.004126694
28,5,1,0.005500273
28,6,1,0.006441209
28,7,1,0.006397849
28,8,1,0.00569476
28,9,1,0.004487883
28,10,1,0.007185398
28,11,1,0.005240466
28,12,1,0.003830341
28,13,1,0.003954181
28,14,1,0.002907436
28,15,1,0.004106602
28,16,1,0.003702542
28,17,1,0.003524003
28,18,1,0.005005036
28,19,1,0.001436495
28,20,1,0.003805179
28,21,1,0.0031396
28,22,1,0.002374634
28,23,1,0.010820935
28,24,1,0.005455088
28,25,1,0.028922208
28,26,1,0.092322151
28,27,1,0.081205035
28,28,1,0.045053944
28,29,1,0.004390571
28,30,1,0.002323807
28,31,1,0.000333793
28,32,1,0.005782819
28,33,1,0.003995403
28,34,1,0.004490464
28,35,1,0.004077352
28,36,1,0.002497096
28,37,1,0.001113802
28,38,1,0.002556049
28,39,1,0.003676915
28,40,1,0
29,1,1,0.002662065
29,2,1,0.003895515
29,3,1,0.003915799
29,4,1,0.005078809
29,5,1,0.003621728
29,6,1,0.010687025
29,7,1,0.003851303
29,8,1,0.006375321
29,9,1,0.005386861
29,10,1,0.005481704
29,11,1,0.003393432
29,12,1,0.006362396
29,13,1,0.006706417
29,14,1,0.006337919
29,15,1,0.007178862
29,16,1,0.008026606
29,17,1,0.010192654
29,18,1,0.005446718
29,19,1,0.001993416
29,20,1,0.005971857
29,21,1,0.00705143
29,22,1,0.004198661
29,23,1,0.013104525
29,24,1,0.010892667
29,25,1,0.008757164
29,26,1,0.008673502
29,27,1,0.009840666
29,28,1,0.018337253
29,29,1,0.070650663
29,30,1,0.025654531
29,31,1,0.001547251
29,32,1,0.013469745
29,33,1,0.023917888
29,34,1,0.014552567
29,35,1,0.019286954
29,36,1,0.013118875
29,37,1,0.003588415
29,38,1,0.0111804
29,39,1,0.016912595
29,40,1,0
30,1,1,0.024421199
30,2,1,0.025829008
30,3,1,0.015415725
30,4,1,0.020020054
30,5,1,0.017269159
30,6,1,0.021534837
30,7,1,0.019586733
30,8,1,0.022235006
30,9,1,0.01871687
