SectorOrigin,SectorDestination,country,gamma_IO
23,26,10,0.058943622
23,27,10,0.040886916
23,28,10,0.020807968
23,29,10,0.019886895
23,30,10,0.009189797
23,31,10,0.007977873
23,32,10,0.018537047
23,33,10,0.019200225
23,34,10,0.051440938
23,35,10,0.021804508
23,36,10,0.013884013
23,37,10,0.01670443
23,38,10,0.033203806
23,39,10,0.037211428
23,40,10,0
24,1,10,0.000315866
24,2,10,0.003496776
24,3,10,0.002616137
24,4,10,0.00315427
24,5,10,0.002262347
24,6,10,0.002868081
24,7,10,0.003457158
24,8,10,0.003248406
24,9,10,0.00241068
24,10,10,0.003242453
24,11,10,0.002730641
24,12,10,0.003037168
24,13,10,0.003361667
24,14,10,0.002000592
24,15,10,0.001895596
24,16,10,0.003267114
24,17,10,0.003238668
24,18,10,0.002966998
24,19,10,0.000865378
24,20,10,0.003630532
24,21,10,0.00185767
24,22,10,0.003674829
24,23,10,0.014334711
24,24,10,0.025202127
24,25,10,0.010782519
24,26,10,0.014161494
24,27,10,0.012485382
24,28,10,0.009957856
24,29,10,0.004236644
24,30,10,0.004765102
24,31,10,0.002407895
24,32,10,0.009594578
24,33,10,0.010208671
24,34,10,0.002497931
24,35,10,0.010691694
24,36,10,0.003254426
24,37,10,0.004548414
24,38,10,0.007591059
24,39,10,0.008702845
24,40,10,0
25,1,10,0.00965761
25,2,10,0.00907236
25,3,10,0.01467604
25,4,10,0.01417227
25,5,10,0.008180709
25,6,10,0.008770564
25,7,10,0.064400294
25,8,10,0.01407112
25,9,10,0.010987109
25,10,10,0.008785183
25,11,10,0.008510464
25,12,10,0.007690994
25,13,10,0.009280519
25,14,10,0.01607547
25,15,10,0.011148221
25,16,10,0.009732476
25,17,10,0.009730954
25,18,10,0.015518622
25,19,10,0.003670022
25,20,10,0.011793009
25,21,10,0.010127355
25,22,10,0.007090509
25,23,10,0.02379691
25,24,10,0.010962935
25,25,10,0.082824554
25,26,10,0.008747811
25,27,10,0.00628227
25,28,10,0.005407828
25,29,10,0.004969269
25,30,10,0.001837144
25,31,10,0.00054645
25,32,10,0.00168111
25,33,10,0.00255056
25,34,10,0.002475707
25,35,10,0.003606465
25,36,10,0.007543991
25,37,10,0.008727011
25,38,10,0.006890724
25,39,10,0.009540384
25,40,10,0
26,1,10,0.000415081
26,2,10,0.000368152
26,3,10,0.000629767
26,4,10,0.000591047
26,5,10,0.000359194
26,6,10,0.000355832
26,7,10,0.000415341
26,8,10,0.00057273
26,9,10,0.000474164
26,10,10,0.000390188
26,11,10,0.000357097
26,12,10,0.000322737
26,13,10,0.000384761
26,14,10,0.000684513
26,15,10,0.00047473
26,16,10,0.000414445
26,17,10,0.000414376
26,18,10,0.000676019
26,19,10,0.000159869
26,20,10,0.000461132
26,21,10,0.000131723
26,22,10,0.000294251
26,23,10,0.000540568
26,24,10,0.000475431
26,25,10,0.000210288
26,26,10,0.151888393
26,27,10,0.000360834
26,28,10,0.012324407
26,29,10,0.000107755
26,30,10,3.64423E-05
26,31,10,1.16087E-05
26,32,10,4.47543E-05
26,33,10,6.79409E-05
26,34,10,6.59284E-05
26,35,10,9.60272E-05
26,36,10,0.000247754
26,37,10,8.44791E-05
26,38,10,0.000151739
26,39,10,0.000164784
26,40,10,0
27,1,10,0.000174698
27,2,10,0.001210831
27,3,10,0.000776398
27,4,10,0.001195556
27,5,10,0.000364208
27,6,10,0.000838355
27,7,10,0.001343424
27,8,10,0.001154714
27,9,10,0.000776216
27,10,10,0.001075658
27,11,10,0.000658715
27,12,10,0.000595291
27,13,10,0.000462336
27,14,10,0.000782034
27,15,10,0.000542281
27,16,10,0.000473415
27,17,10,0.000473345
27,18,10,0.000986221
27,19,10,0.000233193
27,20,10,0.000523561
27,21,10,0.000578512
27,22,10,0.000486555
27,23,10,0.001749752
27,24,10,0.000766155
27,25,10,0.000890832
27,26,10,0.001745706
27,27,10,0.066603363
27,28,10,0.007019785
27,29,10,0.006773407
27,30,10,0.003536917
27,31,10,0.000330582
27,32,10,0.001233172
27,33,10,0.001870933
27,34,10,0.001816029
27,35,10,0.002645493
27,36,10,0.002146722
27,37,10,0.002371471
27,38,10,0.000877454
27,39,10,0.003166327
27,40,10,0
28,1,10,0.001722384
28,2,10,0.016424284
28,3,10,0.011190623
28,4,10,0.011523766
28,5,10,0.010305721
28,6,10,0.020622432
28,7,10,0.023935609
28,8,10,0.011508569
28,9,10,0.008597577
28,10,10,0.026470481
28,11,10,0.013721927
28,12,10,0.012400686
28,13,10,0.008237538
28,14,10,0.013534951
28,15,10,0.009386413
28,16,10,0.008194433
28,17,10,0.008193118
28,18,10,0.009247818
28,19,10,0.002187044
28,20,10,0.006894868
28,21,10,0.014221979
28,22,10,0.007563907
28,23,10,0.030194803
28,24,10,0.010488656
28,25,10,0.068606432
28,26,10,0.149852504
28,27,10,0.079990448
28,28,10,0.256827266
28,29,10,0.006021942
28,30,10,0.001316834
28,31,10,0.002658922
28,32,10,0.004116218
28,33,10,0.006245002
28,34,10,0.006061785
28,35,10,0.008830386
28,36,10,0.000910636
28,37,10,0.00117815
28,38,10,0.001836908
28,39,10,0.012409023
28,40,10,0
29,1,10,0.000297901
29,2,10,0.004191785
29,3,10,0.003312063
29,4,10,0.005986126
29,5,10,0.002004673
29,6,10,0.010740023
29,7,10,0.002831794
29,8,10,0.005217202
29,9,10,0.002857708
29,10,10,0.004522972
29,11,10,0.002389303
29,12,10,0.00413494
29,13,10,0.005643902
29,14,10,0.005145754
29,15,10,0.005362597
29,16,10,0.003794861
29,17,10,0.003857014
29,18,10,0.005268235
29,19,10,0.001245939
29,20,10,0.006135701
29,21,10,0.006206654
29,22,10,0.003931346
29,23,10,0.022148784
29,24,10,0.008437467
29,25,10,0.004547166
29,26,10,0.009492793
29,27,10,0.007779875
29,28,10,0.012850843
29,29,10,0.078949262
29,30,10,0.040098324
29,31,10,0.003851139
29,32,10,0.034134176
29,33,10,0.026983806
29,34,10,0.011532315
29,35,10,0.028806397
29,36,10,0.013326781
29,37,10,0.006335154
29,38,10,0.008571087
29,39,10,0.021231247
29,40,10,0
30,1,10,0.026692463
30,2,10,0.015730242
30,3,10,0.015210337
30,4,10,0.019536252
30,5,10,0.00842028
30,6,10,0.018484883
30,7,10,0.018067044
30,8,10,0.011977132
30,9,10,0.005611612
30,10,10,0.01049766
30,11,10,0.006691586
30,12,10,0.01444723
30,13,10,0.015992049
30,14,10,0.006046141
30,15,10,0.009582631
30,16,10,0.009690464
30,17,10,0.012307118
30,18,10,0.008383402
30,19,10,0.003886387
30,20,10,0.013537435
30,21,10,0.017858664
30,22,10,0.024947027
30,23,10,0.041280667
30,24,10,0.017790605
30,25,10,0.036722166
30,26,10,0.043446071
30,27,10,0.023224579
30,28,10,0.04557686
30,29,10,0.03394844
30,30,10,0.18695419
30,31,10,0.044958996
30,32,10,0.039218584
30,33,10,0.0249101
30,34,10,0.024803268
30,35,10,0.027590811
30,36,10,0.021741618
30,37,10,0.005947734
30,38,10,0.015853959
30,39,10,0.02934948
30,40,10,0
31,1,10,0.000263451
31,2,10,0.002219898
31,3,10,0.003243925
31,4,10,0.005578902
31,5,10,0.004852176
31,6,10,0.007741453
31,7,10,0.005826321
31,8,10,0.007175485
31,9,10,0.004919487
31,10,10,0.004987118
31,11,10,0.003762794
31,12,10,0.008602822
31,13,10,0.00435451
31,14,10,0.004060222
31,15,10,0.009617722
31,16,10,0.0023207
31,17,10,0.006119022
31,18,10,0.00467187
31,19,10,0.00040933
31,20,10,0.005995534
31,21,10,0.00317886
31,22,10,0.001137534
31,23,10,0.03653883
31,24,10,0.020063342
31,25,10,0.014399995
31,26,10,0.01399836
31,27,10,0.009691213
31,28,10,0.008660063
31,29,10,0.015115767
31,30,10,0.030382324
31,31,10,0.063497255
31,32,10,0.022584625
31,33,10,0.028377315
31,34,10,0.005397907
31,35,10,0.029610094
31,36,10,0.010879366
31,37,10,0.002969585
31,38,10,0.009563498
31,39,10,0.016867726
31,40,10,0
32,1,10,0.007372139
32,2,10,0.02532905
32,3,10,0.007405702
32,4,10,0.002990034
32,5,10,0.002152037
32,6,10,0.001180562
32,7,10,0.00747657
32,8,10,0.003596886
32,9,10,0.002267576
32,10,10,0.007617077
32,11,10,0.003744581
32,12,10,4.52104E-05
32,13,10,0.00306447
32,14,10,0.000967593
32,15,10,0.001375186
32,16,10,0.001005522
32,17,10,0.003987064
32,18,10,0.002098655
32,19,10,0.001395471
32,20,10,0.000869725
32,21,10,0.035776194
32,22,10,0.011099672
32,23,10,0.01241512
32,24,10,0.001159894
32,25,10,0.023535115
32,26,10,0.046246139
32,27,10,0.03240627
32,28,10,0.031375854
32,29,10,0.009183973
32,30,10,0
32,31,10,0.001191929
32,32,10,0.211280786
32,33,10,0.008207675
32,34,10,0.004093425
32,35,10,0.008838523
32,36,10,0.002532472
32,37,10,0.001837604
32,38,10,0.002140142
32,39,10,0.010116118
32,40,10,0
33,1,10,0.000308567
33,2,10,0.00446002
33,3,10,0.00626128
33,4,10,0.010144859
33,5,10,0.000272391
33,6,10,0.011056617
33,7,10,0.013023945
33,8,10,0.009889881
33,9,10,0.011340315
33,10,10,0.008250211
33,11,10,0.002776691
33,12,10,0.008011793
33,13,10,0.011993761
33,14,10,0.003027985
33,15,10,0.007130426
33,16,10,0.012318538
33,17,10,0.013772904
33,18,10,0.010451366
33,19,10,0.006069184
33,20,10,0.008750798
33,21,10,0.007874515
33,22,10,0.009151998
33,23,10,0.012902269
33,24,10,0.006143006
33,25,10,0.004715397
33,26,10,0.00926564
33,27,10,0.006492775
33,28,10,0.006286335
33,29,10,0.006548317
33,30,10,0.029564975
33,31,10,0.006573288
33,32,10,0.007188694
33,33,10,0.169747357
33,34,10,0.011983095
33,35,10,0.012801404
33,36,10,0.00403548
33,37,10,0.000784185
33,38,10,0.002166846
33,39,10,0.024971054
33,40,10,0
34,1,10,0.001514461
34,2,10,0.008695998
34,3,10,0.001541452
34,4,10,0.003605582
34,5,10,0.002894844
34,6,10,0.002008829
34,7,10,0.012378058
34,8,10,0.04141379
34,9,10,0.011993077
34,10,10,0.008513121
34,11,10,0.011352258
34,12,10,0.011070533
34,13,10,0.011453137
34,14,10,0.027902253
34,15,10,0.033751899
34,16,10,0.070894388
34,17,10,0.047764901
34,18,10,0.048561003
34,19,10,0.035456528
34,20,10,0.003249468
34,21,10,0.009261316
34,22,10,0.00090229
34,23,10,0.002912333
34,24,10,6.29703E-05
34,25,10,0.001185
34,26,10,0.002328542
34,27,10,0.001631687
34,28,10,0.001579801
34,29,10,0.046769744
34,30,10,0.000918228
34,31,10,7.82036E-05
34,32,10,0.000349679
34,33,10,0.014168315
34,34,10,0.021430111
34,35,10,0.006840677
34,36,10,0.019225519
34,37,10,0.00093707
34,38,10,0.000381898
34,39,10,0.000705095
34,40,10,0
35,1,10,0.013886148
35,2,10,0.022037903
35,3,10,0.049372613
35,4,10,0.062249473
35,5,10,0.02994807
35,6,10,0.075192805
35,7,10,0.064730463
35,8,10,0.080460997
35,9,10,0.062305637
35,10,10,0.054381683
35,11,10,0.032026183
35,12,10,0.068935925
35,13,10,0.07274623
35,14,10,0.034637959
35,15,10,0.044743561
35,16,10,0.06642498
35,17,10,0.085182095
35,18,10,0.093716749
35,19,10,0.032711824
35,20,10,0.077670306
35,21,10,0.040131923
35,22,10,0.058577524
35,23,10,0.09202184
35,24,10,0.030640997
35,25,10,0.042817139
35,26,10,0.084134919
35,27,10,0.058956258
35,28,10,0.057081758
35,29,10,0.049687607
35,30,10,0.130546067
35,31,10,0.031445395
35,32,10,0.049027047
35,33,10,0.06543566
35,34,10,0.056616474
35,35,10,0.188683824
35,36,10,0.035063493
35,37,10,0.017396183
35,38,10,0.025542223
35,39,10,0.057075682
35,40,10,0
36,1,10,0.012362909
36,2,10,0.017043405
36,3,10,0.009819631
36,4,10,0.01433442
36,5,10,0.080587483
36,6,10,0.020048724
36,7,10,0.016015393
36,8,10,0.015652791
36,9,10,0.010370341
36,10,10,0.015203133
36,11,10,0.009068941
36,12,10,0.014345378
36,13,10,0.018170504
36,14,10,0.006930748
36,15,10,0.009065543
36,16,10,0.013071226
36,17,10,0.016206075
36,18,10,0.014402021
36,19,10,0.005949783
36,20,10,0.015322495
36,21,10,0.02484579
36,22,10,0.015065281
36,23,10,0.020387982
36,24,10,0.009421365
36,25,10,0.013640699
36,26,10,0.018039487
36,27,10,0.012140412
36,28,10,0.01271592
36,29,10,0.01166505
36,30,10,0.013443036
36,31,10,0.013451969
36,32,10,0.010490365
36,33,10,0.012650429
36,34,10,0.009891278
36,35,10,0.029450501
36,36,10,0.022027878
36,37,10,0.003899742
36,38,10,0.006757327
36,39,10,0.066532754
36,40,10,0
37,1,10,0.000289276
37,2,10,0.001379633
37,3,10,0.000351732
37,4,10,0.000659838
37,5,10,0.000384134
37,6,10,0.0007059
37,7,10,0.001147683
37,8,10,0.000819486
37,9,10,0.000939157
37,10,10,0.000684917
37,11,10,0.000546077
37,12,10,0.000761924
37,13,10,0.000799359
37,14,10,0.001336912
37,15,10,0.000846194
37,16,10,0.000981574
37,17,10,0.001214336
37,18,10,0.000775306
37,19,10,0.000527529
37,20,10,0.000516065
37,21,10,0.001437806
37,22,10,0.000345252
37,23,10,0.000680199
37,24,10,0.000346337
37,25,10,0.002528916
37,26,10,0.000310038
37,27,10,0.003483233
37,28,10,0.000710552
37,29,10,0.000355978
37,30,10,0.001062082
37,31,10,7.82036E-05
37,32,10,0.000385727
37,33,10,0.001286283
37,34,10,0.000671359
37,35,10,0.000861313
37,36,10,0.000550614
37,37,10,0.001225742
37,38,10,0.000882604
37,39,10,0.000525958
37,40,10,0
38,1,10,0.000145148
38,2,10,4.79962E-05
38,3,10,8.24514E-05
38,4,10,9.5176E-05
38,5,10,4.7797E-05
38,6,10,8.36521E-05
38,7,10,8.93621E-05
38,8,10,5.84131E-05
38,9,10,5.03421E-05
38,10,10,5.89704E-05
38,11,10,4.4952E-05
38,12,10,7.18199E-05
38,13,10,7.27103E-05
38,14,10,3.95204E-05
38,15,10,5.68928E-05
38,16,10,0.000134826
38,17,10,0.000127628
38,18,10,6.85154E-05
38,19,10,7.69296E-05
38,20,10,9.16594E-05
38,21,10,6.1207E-05
38,22,10,8.08965E-05
38,23,10,7.67658E-05
38,24,10,2.50279E-05
38,25,10,6.17692E-05
38,26,10,9.73041E-05
38,27,10,7.48365E-05
38,28,10,0.000101453
38,29,10,0.00014949
38,30,10,0.000107461
38,31,10,2.9775E-05
38,32,10,4.71605E-05
38,33,10,0.000142094
38,34,10,0.000138988
38,35,10,0.000142269
38,36,10,0.000142018
38,37,10,1.5859E-05
38,38,10,0.001260603
38,39,10,0.000333755
38,40,10,0
39,1,10,0.000140147
39,2,10,0.000599016
39,3,10,0.00053818
39,4,10,0.000841035
39,5,10,0.000526223
39,6,10,0.001460341
39,7,10,0.001000171
39,8,10,0.00106032
39,9,10,0.000580587
39,10,10,0.000869323
39,11,10,0.000605625
39,12,10,0.000652063
39,13,10,0.000581618
39,14,10,0.000440054
39,15,10,0.000592737
39,16,10,0.000583809
39,17,10,0.000813387
39,18,10,0.000757756
39,19,10,0.000192084
39,20,10,0.000818131
39,21,10,0.001193536
39,22,10,0.000603505
39,23,10,0.001021435
39,24,10,0.001274122
39,25,10,0.000580104
39,26,10,0.001150677
39,27,10,0.000752249
39,28,10,0.000822358
39,29,10,0.000724756
39,30,10,0.00067099
39,31,10,0.000865778
39,32,10,0.001550653
39,33,10,0.001180543
39,34,10,0.000407601
39,35,10,0.002055769
39,36,10,0.000974414
39,37,10,0.000395128
39,38,10,0.000384302
39,39,10,0.009331529
39,40,10,0
40,1,10,1.41371E-07
40,2,10,2.30019E-07
40,3,10,3.79901E-07
40,4,10,1.7164E-07
40,5,10,1.4261E-07
40,6,10,2.85609E-07
40,7,10,3.26663E-07
40,8,10,1.60655E-07
40,9,10,1.26635E-07
40,10,10,3.77165E-07
40,11,10,1.95696E-07
40,12,10,1.67924E-07
40,13,10,1.15454E-07
40,14,10,2.06946E-07
40,15,10,9.759E-08
40,16,10,1.18354E-07
40,17,10,1.37733E-07
40,18,10,7.5327E-08
40,19,10,9.7765E-08
40,20,10,9.7014E-08
40,21,10,1.96776E-07
40,22,10,1.11408E-07
40,23,10,4.17467E-07
40,24,10,1.64183E-07
40,25,10,9.45592E-07
40,26,10,1.95267E-06
40,27,10,1.0941E-06
40,28,10,3.52783E-06
40,29,10,8.3072E-08
40,30,10,2.1708E-08
40,31,10,0.003129849
40,32,10,3.97233E-07
40,33,10,2.08679E-07
40,34,10,2.46302E-07
40,35,10,4.1517E-08
40,36,10,1.6258E-08
40,37,10,2.0034E-08
40,38,10,2.6728E-08
40,39,10,1.73893E-07
40,40,10,0
1,1,11,0.031091191
1,2,11,0.002328723
1,3,11,0.244194103
1,4,11,0.016796734
1,5,11,0.044821966
1,6,11,0.004428116
1,7,11,0.000385897
1,8,11,0.002212215
1,9,11,0.00831309
1,10,11,0.000383157
1,11,11,0.000225552
1,12,11,0.000296531
1,13,11,0.000243404
1,14,11,0.00020126
1,15,11,0.000196562
1,16,11,0.000158917
1,17,11,0.000221638
1,18,11,0.000394308
1,19,11,0.000116822
1,20,11,0.001471379
1,21,11,0.000273349
1,22,11,0.000415991
1,23,11,0.001797694
1,24,11,0.017692447
1,25,11,0.001293947
1,26,11,0.00317804
1,27,11,0.000452121
1,28,11,0.00070838
1,29,11,0.000286838
1,30,11,0.000295356
1,31,11,0.002360841
1,32,11,0.001482073
1,33,11,0.000372258
1,34,11,0.000276003
1,35,11,0.000266416
1,36,11,0.003200761
1,37,11,0.001096167
1,38,11,0.002394102
1,39,11,0.001828511
1,40,11,0
2,1,11,0.009629108
2,2,11,0.068499925
2,3,11,0.003837085
2,4,11,0.003722602
2,5,11,0.002011941
2,6,11,0.005906964
2,7,11,0.27306377
2,8,11,0.013406596
2,9,11,0.003486829
2,10,11,0.066781972
2,11,11,0.04327669
2,12,11,0.002836464
2,13,11,0.001665943
2,14,11,0.000816961
2,15,11,0.002154483
2,16,11,0.001217307
2,17,11,0.001402123
2,18,11,0.002459122
2,19,11,0.000731935
2,20,11,0.002933879
2,21,11,0.108135791
2,22,11,0.010045293
2,23,11,0.001572796
2,24,11,0.002534513
2,25,11,0.002332903
2,26,11,0.00268798
2,27,11,0.000240228
2,28,11,0.000391008
2,29,11,0.000699378
2,30,11,0.00068101
2,31,11,0.000228555
2,32,11,0.000567236
2,33,11,0.000610009
2,34,11,0.001050273
2,35,11,0.000640726
2,36,11,0.002979615
2,37,11,0.001414021
2,38,11,0.001381539
2,39,11,0.001129424
2,40,11,0
3,1,11,0.069813807
3,2,11,0.001744681
3,3,11,0.111700317
3,4,11,0.002789336
3,5,11,0.00138454
3,6,11,0.001923358
3,7,11,0.004236195
3,8,11,0.01836945
3,9,11,0.002435515
3,10,11,0.001481693
3,11,11,0.001386254
3,12,11,0.001292031
3,13,11,0.001467508
3,14,11,0.003247229
3,15,11,0.00114331
3,16,11,0.001722248
3,17,11,0.001847866
3,18,11,0.001831235
3,19,11,0.000980016
3,20,11,0.001686589
3,21,11,0.000663729
3,22,11,0.001858594
3,23,11,0.002909499
3,24,11,0.190856553
3,25,11,0.001820124
3,26,11,0.005488489
3,27,11,0.003307365
3,28,11,0.000513555
3,29,11,0.000266488
3,30,11,0.000340045
3,31,11,0.000211809
3,32,11,0.000178113
3,33,11,0.000640469
3,34,11,0.000439335
3,35,11,0.000565344
3,36,11,0.006725367
3,37,11,0.00245238
3,38,11,0.017938385
3,39,11,0.001647416
3,40,11,0
4,1,11,0.001828176
4,2,11,0.000749927
4,3,11,0.0006733
4,4,11,0.184492929
4,5,11,0.001132805
4,6,11,0.001048193
4,7,11,0.001024098
4,8,11,0.002343666
4,9,11,0.008273422
4,10,11,0.000888879
4,11,11,0.000768518
4,12,11,0.001618954
4,13,11,0.001156885
4,14,11,0.000550396
4,15,11,0.000975936
4,16,11,0.001565504
4,17,11,0.002377296
4,18,11,0.002064747
4,19,11,0.004547353
4,20,11,0.018684035
4,21,11,0.000356436
4,22,11,0.002220477
4,23,11,0.001240201
4,24,11,0.003391338
4,25,11,0.000435965
4,26,11,0.000542245
4,27,11,0.000484281
4,28,11,0.000284697
4,29,11,0.000617466
4,30,11,0.000240827
4,31,11,5.7038E-05
4,32,11,0.000413588
4,33,11,0.000491566
4,34,11,0.000498011
4,35,11,0.000239931
4,36,11,0.000729761
4,37,11,0.000194879
4,38,11,0.001846114
4,39,11,0.001501832
4,40,11,0
5,1,11,0.002469102
5,2,11,0.00245715
5,3,11,0.001483209
5,4,11,0.001365766
5,5,11,0.23149512
5,6,11,0.002315988
5,7,11,0.001043548
5,8,11,0.002821282
5,9,11,0.003838157
5,10,11,0.001938639
5,11,11,0.00135928
5,12,11,0.005965542
5,13,11,0.003091878
5,14,11,0.001890737
5,15,11,0.001979592
5,16,11,0.002560468
5,17,11,0.002603926
5,18,11,0.007349823
5,19,11,0.001579761
5,20,11,0.087338054
5,21,11,0.001498145
5,22,11,0.030616103
5,23,11,0.001135607
5,24,11,0.001622952
5,25,11,0.001340108
5,26,11,0.000162835
5,27,11,0.000196138
5,28,11,0.000355413
5,29,11,0.000806529
5,30,11,0.000430666
5,31,11,0.001291473
5,32,11,0.000140887
5,33,11,0.000364819
5,34,11,0.000403167
5,35,11,0.00047919
5,36,11,0.002645019
5,37,11,0.00253926
5,38,11,0.000551849
5,39,11,0.006948497
5,40,11,0
6,1,11,0.002644928
6,2,11,0.009273077
6,3,11,0.023179853
6,4,11,0.020419686
6,5,11,0.008025737
6,6,11,0.227532578
6,7,11,0.0054316
6,8,11,0.02301113
6,9,11,0.012173305
6,10,11,0.008102183
6,11,11,0.00468818
6,12,11,0.007491951
6,13,11,0.008359166
6,14,11,0.009717081
6,15,11,0.0077591
6,16,11,0.014994526
6,17,11,0.015471042
6,18,11,0.008183079
6,19,11,0.00254421
6,20,11,0.019181985
6,21,11,0.002688721
6,22,11,0.002882313
6,23,11,0.02172044
6,24,11,0.008153783
6,25,11,0.00554875
6,26,11,0.000958624
6,27,11,0.001765497
6,28,11,0.009372716
6,29,11,0.012290371
6,30,11,0.006805868
6,31,11,0.003693251
6,32,11,0.001372864
6,33,11,0.006148728
6,34,11,0.006686754
6,35,11,0.018866634
6,36,11,0.014347385
6,37,11,0.013205479
6,38,11,0.005431822
6,39,11,0.008702854
6,40,11,0
7,1,11,0.015858055
7,2,11,0.003045771
7,3,11,0.002913682
7,4,11,0.004299247
7,5,11,0.003245652
7,6,11,0.00294626
7,7,11,0.067828977
7,8,11,0.012099941
7,9,11,0.005205814
7,10,11,0.00528342
7,11,11,0.011628339
7,12,11,0.001102651
7,13,11,0.001681049
7,14,11,0.002230947
7,15,11,0.001737987
7,16,11,0.001713086
7,17,11,0.001836414
7,18,11,0.002340769
7,19,11,0.000386125
7,20,11,0.004714694
7,21,11,0.007594216
7,22,11,0.004290898
7,23,11,0.004831622
7,24,11,0.00212211
7,25,11,0.020963182
7,26,11,0.015133778
7,27,11,0.042946535
7,28,11,0.009071036
7,29,11,0.001882522
7,30,11,0.000470252
7,31,11,0.000182135
7,32,11,0.000634762
7,33,11,0.001750829
7,34,11,0.001792063
7,35,11,0.001682149
7,36,11,0.003344804
7,37,11,0.002478018
7,38,11,0.002198218
7,39,11,0.002487462
7,40,11,0
8,1,11,0.057236039
8,2,11,0.018214276
8,3,11,0.008441457
8,4,11,0.082650147
8,5,11,0.030604771
8,6,11,0.032907197
8,7,11,0.045475152
8,8,11,0.130805665
8,9,11,0.152718297
8,10,11,0.02800794
8,11,11,0.02194308
8,12,11,0.015604559
8,13,11,0.015723463
8,14,11,0.00674781
8,15,11,0.011893529
8,16,11,0.016496662
8,17,11,0.012346378
8,18,11,0.027001907
8,19,11,0.00232467
8,20,11,0.028332318
8,21,11,0.00372717
8,22,11,0.012489971
8,23,11,0.005006128
8,24,11,0.006549312
8,25,11,0.00356215
8,26,11,0.002246609
8,27,11,0.003430559
8,28,11,0.001522459
8,29,11,0.000952136
8,30,11,0.000916733
8,31,11,0.000644567
8,32,11,0.000228645
8,33,11,0.001484734
8,34,11,0.0064373
8,35,11,0.00552304
8,36,11,0.003181282
8,37,11,0.001693359
8,38,11,0.023253683
8,39,11,0.004335518
8,40,11,0
9,1,11,0.006008843
9,2,11,0.003362038
9,3,11,0.012360681
9,4,11,0.008531222
9,5,11,0.007805329
9,6,11,0.009227638
9,7,11,0.004386499
9,8,11,0.015442698
9,9,11,0.069546656
9,10,11,0.007591402
9,11,11,0.002535707
9,12,11,0.015146307
9,13,11,0.020856899
9,14,11,0.005619299
9,15,11,0.015040216
9,16,11,0.021242328
9,17,11,0.01939916
9,18,11,0.053949261
9,19,11,0.00418857
9,20,11,0.020555392
9,21,11,0.002388567
9,22,11,0.037090352
9,23,11,0.00661604
9,24,11,0.001918115
9,25,11,0.005438347
9,26,11,0.000637745
9,27,11,0.000619081
9,28,11,0.00193208
9,29,11,0.001225267
9,30,11,0.000225517
9,31,11,0.000192779
9,32,11,0.0005572
9,33,11,0.001011156
9,34,11,0.001590512
9,35,11,0.001655633
9,36,11,0.003342896
9,37,11,0.000940227
9,38,11,0.002190811
9,39,11,0.002125348
9,40,11,0
10,1,11,0.014728201
10,2,11,0.005803355
10,3,11,0.006835218
10,4,11,0.005378777
10,5,11,0.018083072
10,6,11,0.001291612
10,7,11,0.001628695
10,8,11,0.008529851
10,9,11,0.00823061
10,10,11,0.119130286
10,11,11,0.016938667
10,12,11,0.008834263
10,13,11,0.004694877
10,14,11,0.000950273
10,15,11,0.00896108
10,16,11,0.008722058
10,17,11,0.030430391
10,18,11,0.011375866
10,19,11,0.003296969
10,20,11,0.007226669
10,21,11,0.005829953
10,22,11,0.083304012
10,23,11,0.001235409
10,24,11,0.003118541
10,25,11,0.003649931
10,26,11,0.000275169
10,27,11,0.000186736
10,28,11,0.000371037
10,29,11,0.001661356
10,30,11,0.000287953
10,31,11,0.000246753
10,32,11,0.000284275
10,33,11,0.000357989
10,34,11,0.001626776
10,35,11,0.000748042
10,36,11,0.001618189
10,37,11,0.00058401
10,38,11,0.001169606
10,39,11,0.002185365
10,40,11,0
11,1,11,0.00175595
11,2,11,0.008359362
11,3,11,0.001326732
11,4,11,0.001271546
11,5,11,0.002269791
11,6,11,0.002965892
11,7,11,0.002171106
11,8,11,0.012285643
11,9,11,0.009610482
11,10,11,0.00449448
11,11,11,0.236509497
11,12,11,0.138833763
11,13,11,0.046684283
11,14,11,0.003987668
11,15,11,0.049203808
11,16,11,0.03659803
11,17,11,0.020078405
11,18,11,0.062682256
11,19,11,0.031483065
11,20,11,0.0114744
11,21,11,0.005646968
11,22,11,0.008706085
11,23,11,0.002378871
11,24,11,0.000685377
11,25,11,0.003255492
11,26,11,0.000983227
11,27,11,0.000570906
11,28,11,0.001442097
11,29,11,0.000698978
11,30,11,0.000377884
11,31,11,0.000270944
11,32,11,9.89481E-05
11,33,11,0.000678208
11,34,11,0.000462933
11,35,11,0.001320954
11,36,11,0.000843239
11,37,11,0.000253413
11,38,11,0.000480878
11,39,11,0.000464504
11,40,11,0
12,1,11,0.010473327
12,2,11,0.030444748
12,3,11,0.012823466
12,4,11,0.006821151
12,5,11,0.015802859
12,6,11,0.003860157
12,7,11,0.019267103
12,8,11,0.025106802
12,9,11,0.013680722
12,10,11,0.005797385
12,11,11,0.013926498
12,12,11,0.155833029
12,13,11,0.063497529
12,14,11,0.010345526
12,15,11,0.030106625
12,16,11,0.019764564
12,17,11,0.04075683
12,18,11,0.068594021
12,19,11,0.025425937
12,20,11,0.050527066
12,21,11,0.009636065
12,22,11,0.041976763
12,23,11,0.005608868
12,24,11,0.003430712
12,25,11,0.008566964
12,26,11,0.002587301
